,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.47,1.87,1.07,1.16,1.18,1.13,2.09,2.25,2.47,2.74,2.48,1.63,2.76,2.23,2.42,3.34
e_1,1.22,2.49,1.13,1.63,1.11,1.19,2.51,2.5,2.18,3.98,2.7,3.03,3.34,2.63,2.28,3.5
d_1,1.3,1.21,2.52,0.93,1.21,1.29,2.3,4.39,2.21,2.17,3.23,2.98,3.61,3.12,3.18,3.07
c_1,1.18,1.0,1.29,2.66,2.23,0.93,2.13,1.27,2.3,1.88,2.1,2.44,3.25,2.8,2.57,3.42
b_1,1.26,1.16,1.39,0.86,2.69,2.18,2.65,2.63,2.3,2.67,1.71,2.66,3.37,2.12,2.48,3.46
a_1,1.33,1.21,1.25,1.48,0.92,3.16,2.81,2.55,2.16,3.26,2.84,3.04,3.76,2.51,2.49,3.49
h_1,1.76,1.3,1.35,1.44,1.14,1.32,3.98,2.79,3.14,2.59,2.99,2.61,2.88,3.44,2.76,4.33
c_0,1.57,1.39,1.28,1.43,1.14,1.24,2.59,4.05,3.11,3.16,5.07,3.26,3.97,3.85,3.05,3.57
g_1,1.08,1.31,2.01,1.3,1.37,1.25,2.15,2.98,4.49,2.42,2.67,4.22,3.32,2.76,2.47,2.8
d_0,1.38,1.25,1.09,2.35,1.27,1.13,2.99,2.45,2.63,3.97,3.1,2.57,3.92,3.18,3.03,3.1
b_0,1.58,1.37,1.34,1.61,1.0,1.07,2.75,2.7,2.82,2.8,4.38,3.05,3.98,5.64,3.2,3.18
f_0,1.18,1.06,1.41,1.53,1.44,1.25,2.88,3.32,2.49,3.08,3.28,4.47,4.23,3.99,5.93,3.24
h_0,1.77,1.29,1.46,1.46,1.21,0.98,2.09,2.9,3.29,2.8,2.74,2.85,2.81,2.76,3.3,4.31
a_0,1.6,1.34,1.39,1.66,1.41,0.75,2.76,2.75,3.17,2.95,2.74,3.12,4.01,4.83,3.54,3.6
e_0,1.4,0.98,1.37,1.63,1.45,1.31,2.86,3.17,3.36,3.03,3.48,2.66,3.88,3.18,5.07,3.97
g_0,1.12,1.24,1.94,1.41,1.17,1.26,2.43,2.88,2.64,3.07,3.53,4.7,3.17,3.07,3.42,2.89
