,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,4.21,4.42,5.09,5.42,4.38,1.04,1.75,0.95,0.88,1.1,2.36,0.53,0.87,0.99,0.84
e_1,2.68,1.13,5.81,6.02,5.96,5.48,1.51,2.3,1.23,1.01,0.94,1.47,0.87,1.11,2.37,0.82
d_1,6.39,6.44,1.13,6.1,5.61,4.61,1.56,0.91,2.91,1.04,0.97,0.98,0.77,1.2,1.11,0.55
c_1,6.91,5.05,6.81,1.13,4.93,4.97,1.81,1.52,0.64,2.56,1.24,0.91,0.95,1.31,1.04,0.75
b_1,6.95,7.04,7.25,3.44,1.14,8.16,2.06,1.57,1.39,1.73,4.15,1.4,0.94,1.16,1.26,1.18
a_1,11.48,9.45,10.92,10.93,4.98,1.15,3.78,4.36,2.04,2.23,2.62,2.25,1.46,3.81,2.04,1.72
h_1,19.18,16.19,15.38,17.76,18.35,16.98,1.79,4.73,3.58,3.78,4.3,3.25,4.44,3.1,2.99,2.63
g_1,29.46,27.03,20.1,20.21,22.36,24.26,4.62,1.86,5.05,3.97,4.7,4.26,2.3,5.13,4.06,4.48
d_0,24.14,12.38,44.28,23.63,22.02,22.51,6.46,8.55,2.47,5.21,5.1,4.84,4.07,4.01,5.79,3.88
c_0,24.14,22.98,11.83,65.59,28.34,25.94,6.41,7.39,7.57,2.4,5.02,5.81,3.82,5.07,4.2,3.88
b_0,22.95,28.06,16.81,34.19,55.04,23.65,6.66,6.45,6.64,2.51,2.23,4.62,3.35,4.43,4.84,2.56
f_0,70.58,30.13,27.08,33.83,23.65,24.26,7.76,5.31,5.71,6.53,6.54,2.36,3.95,5.92,5.79,2.54
h_0,31.18,36.04,30.34,34.56,28.34,32.21,17.27,10.79,7.4,5.79,8.25,6.68,8.37,5.75,5.35,4.3
a_0,50.55,38.69,31.82,39.2,44.03,60.26,14.84,10.61,8.14,6.33,3.74,6.5,6.21,2.69,6.42,5.21
e_0,54.22,81.69,31.51,36.52,48.51,40.61,10.99,9.4,8.92,8.86,9.71,3.69,5.24,6.31,2.63,4.68
g_0,55.84,44.83,37.24,57.39,49.34,39.74,10.19,20.56,10.02,8.16,9.26,7.37,4.89,7.86,9.29,10.97
