,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.05,1.84,1.51,1.62,1.73,1.22,0.51,0.69,0.49,0.53,0.45,0.58,0.31,0.46,0.37,0.37
e_1,1.19,1.05,1.8,2.09,1.65,1.54,0.8,0.67,0.53,0.62,0.56,0.63,0.42,0.48,0.44,0.7
d_1,1.9,1.88,1.05,1.59,1.62,1.45,0.59,0.48,0.62,0.65,0.53,0.5,0.38,0.4,0.29,0.42
c_1,2.04,1.53,2.32,1.05,2.13,1.49,0.72,0.67,0.68,0.35,0.51,0.51,0.45,0.47,0.43,0.43
b_1,2.17,2.12,2.14,1.32,1.06,2.08,0.89,0.76,0.74,0.59,0.7,0.57,0.49,0.49,0.46,0.51
a_1,3.49,2.7,2.56,2.84,1.58,1.07,1.05,1.07,0.71,0.88,0.92,0.66,0.65,0.95,0.54,0.75
h_1,5.74,4.48,5.04,4.96,4.14,3.78,1.27,1.94,1.41,1.42,1.48,1.21,1.23,1.21,1.04,1.19
g_1,6.08,5.66,5.54,5.66,5.39,4.36,1.56,1.28,1.57,1.34,1.5,1.7,0.93,1.32,1.18,1.23
c_0,6.84,5.71,3.69,8.12,5.41,5.38,2.18,1.94,1.38,2.16,1.96,1.64,1.34,1.68,1.24,1.43
d_0,5.95,3.89,7.18,7.47,5.99,5.07,2.25,2.65,1.66,1.44,1.83,1.63,1.38,1.72,1.46,1.69
b_0,7.76,5.87,5.26,8.22,7.81,4.65,2.24,2.07,1.27,1.96,1.41,1.65,1.5,1.87,1.37,1.65
f_0,8.56,6.27,6.68,6.51,6.59,5.28,2.74,1.82,1.89,2.14,1.91,1.43,1.47,1.61,1.1,1.93
h_0,8.84,7.78,7.89,8.21,6.71,6.17,3.39,3.18,2.21,2.72,2.17,2.3,2.19,1.97,1.84,1.82
a_0,8.36,8.14,9.18,9.65,9.49,7.86,3.2,3.16,2.28,2.68,1.57,2.39,1.71,1.5,1.88,2.05
g_0,10.18,8.57,9.7,9.23,8.41,7.75,2.77,3.74,2.48,2.64,2.42,2.64,1.65,2.16,2.28,2.39
e_0,12.46,10.2,8.96,9.0,8.64,6.37,2.98,3.23,2.8,2.25,2.53,1.45,2.5,2.41,1.61,1.51
