,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.96,1.06,0.92,0.72,0.48,0.48,0.55,0.38,0.45,0.38,0.36,0.34,0.34,0.32
f_1,1.25,1.0,0.86,0.97,0.77,0.7,0.42,0.44,0.41,0.37,0.36,0.37,0.29,0.3,0.26,0.33
d_1,1.02,1.17,1.0,0.9,0.83,0.68,0.47,0.37,0.43,0.54,0.39,0.46,0.34,0.35,0.33,0.27
c_1,0.95,1.04,1.1,1.0,1.24,0.7,0.5,0.48,0.34,0.37,0.39,0.32,0.38,0.31,0.33,0.33
b_1,1.07,1.27,1.18,0.82,1.0,1.19,0.61,0.55,0.48,0.55,0.44,0.44,0.4,0.33,0.36,0.35
a_1,1.4,1.42,1.42,1.45,0.87,1.0,0.74,0.62,0.65,0.61,0.55,0.6,0.52,0.43,0.54,0.43
h_1,2.1,2.42,2.12,1.99,1.6,1.38,1.0,1.18,0.89,0.79,0.83,0.77,0.77,0.66,0.66,0.71
g_1,2.14,2.32,2.67,1.97,1.89,1.54,0.86,1.0,0.89,1.02,0.98,0.83,0.69,0.73,0.75,0.71
d_0,1.86,2.39,2.41,2.84,2.13,1.51,1.12,1.1,1.0,0.78,0.86,0.86,0.93,0.79,0.74,0.7
c_0,2.47,2.59,1.96,2.65,1.8,1.69,1.29,1.06,1.35,1.0,1.08,1.28,0.86,0.86,0.79,0.79
f_0,2.35,2.77,2.48,2.43,2.3,1.76,1.23,1.01,1.14,0.97,1.0,1.11,0.89,0.86,1.18,0.67
b_0,2.54,2.82,2.29,3.1,2.16,1.7,1.14,1.19,1.16,0.85,0.97,1.0,0.97,1.12,0.76,0.8
h_0,2.76,3.39,2.99,2.55,2.51,1.93,1.27,1.44,1.09,1.2,1.09,1.07,1.0,0.89,0.8,0.95
a_0,3.06,3.24,2.88,2.98,2.86,2.58,1.54,1.32,1.3,1.19,1.16,0.9,1.12,1.0,0.95,0.98
e_0,3.06,3.77,2.99,3.01,2.68,1.95,1.54,1.34,1.35,1.28,0.89,1.35,1.21,1.05,1.0,0.89
g_0,3.17,3.15,3.63,3.1,2.87,2.23,1.39,1.43,1.38,1.39,1.54,1.25,1.06,1.1,1.18,1.0
