,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.55,9.25,9.15,6.98,5.67,3.27,3.17,3.33,2.34,2.37,2.74,2.17,2.07,,2.33
f_1,8.84,1.07,9.82,11.23,9.61,8.69,2.36,2.69,2.77,2.6,2.96,,1.63,2.39,2.33,2.22
c_1,7.69,8.62,1.07,12.21,11.08,9.01,3.54,1.72,4.03,,2.88,3.03,2.0,2.23,2.03,2.07
d_1,11.11,9.25,8.31,1.07,9.8,8.97,3.52,,2.84,3.22,2.22,2.13,2.5,2.42,2.51,1.32
b_1,17.57,11.73,7.14,8.47,1.07,14.8,3.88,2.82,3.36,2.81,,3.15,2.63,3.08,2.94,1.87
a_1,21.11,11.1,14.36,14.54,7.67,1.08,5.3,3.99,5.22,4.97,4.3,4.3,3.54,,2.51,2.85
h_1,14.51,17.52,15.81,12.3,16.32,11.44,1.41,3.9,5.84,3.78,4.17,4.68,,4.26,,3.71
d_0,9.07,13.48,16.24,,15.11,13.81,5.39,1.79,5.49,5.01,3.84,3.35,2.57,3.05,2.98,3.26
g_1,16.58,18.2,15.51,15.93,18.89,16.01,3.89,5.58,1.41,5.63,4.85,5.5,2.57,,4.6,
c_0,20.01,16.25,,9.14,16.7,13.76,5.33,4.58,4.66,1.79,6.02,5.14,3.42,,3.37,3.2
b_0,19.91,16.23,17.78,20.5,,11.92,8.02,4.45,4.67,2.46,1.73,4.21,4.7,,4.49,3.2
f_0,17.69,,16.66,20.25,16.06,17.08,5.89,5.48,4.93,4.46,4.89,1.71,3.49,,,2.71
h_0,16.95,16.72,14.72,14.26,13.14,13.09,,5.98,6.9,4.07,4.08,4.6,,3.93,3.65,3.22
a_0,25.46,27.1,24.45,23.27,20.94,,9.14,6.24,,,,,4.92,1.76,,4.63
e_0,,29.86,22.9,23.83,19.07,24.0,,7.82,9.29,7.95,6.19,,5.62,,1.79,4.66
g_0,18.67,23.92,22.07,24.37,18.64,15.98,5.74,6.85,,5.98,7.22,6.06,4.2,5.64,4.17,
