,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.0,1.19,0.85,0.79,1.19,1.06,0.81,1.12,,0.88,1.15,1.2,1.05,0.83,0.97
f_1,1.0,1.0,1.48,0.77,0.99,1.0,0.76,1.18,1.08,1.12,1.0,,0.92,0.81,1.2,1.0
e_1,0.84,0.67,1.0,1.06,0.93,1.05,1.05,1.22,0.84,1.33,1.0,1.2,1.07,1.08,,1.17
c_1,1.18,1.3,0.95,1.0,1.44,0.98,1.12,1.07,,0.69,0.58,1.09,0.83,1.19,0.95,0.96
b_1,1.27,1.01,1.08,0.69,1.0,1.21,1.16,1.24,1.14,1.02,,0.87,0.71,1.0,0.77,1.03
a_1,0.84,1.0,0.95,1.02,0.83,1.0,1.22,0.83,1.03,0.88,1.1,1.1,,1.0,1.28,1.29
h_1,0.94,1.32,0.95,0.89,0.86,0.82,1.0,1.17,1.17,0.86,1.0,0.78,0.95,,0.85,1.16
g_1,1.24,0.85,0.82,0.94,0.81,1.21,0.85,1.0,0.89,1.07,1.15,1.15,0.87,1.09,1.18,
c_0,0.89,0.93,1.19,,0.88,0.97,0.85,1.13,1.0,1.21,1.27,0.83,1.1,0.9,1.03,1.0
d_0,,0.89,0.75,1.46,0.98,1.13,1.16,0.93,0.83,1.0,1.02,1.13,1.21,1.0,0.95,0.68
b_0,1.14,1.0,1.0,1.73,,0.91,1.0,0.87,0.79,0.98,1.0,1.04,1.13,1.0,,0.95
f_0,0.87,,0.83,0.92,1.15,0.91,1.28,0.87,1.21,0.88,0.96,1.0,0.91,0.86,1.51,0.94
a_0,0.84,1.08,0.93,1.2,1.41,,1.05,1.15,0.91,0.82,0.88,1.1,1.0,0.98,,0.91
h_0,0.96,1.24,0.92,0.84,1.0,1.0,,0.92,1.11,1.0,1.0,1.16,1.02,,0.77,1.05
e_0,1.21,0.84,,1.06,1.3,0.78,1.18,0.85,0.97,1.05,,0.66,,1.3,1.0,0.97
g_0,1.03,1.0,0.86,1.04,0.97,0.77,0.86,,1.0,1.47,1.05,1.07,1.1,0.95,1.03,
