,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.82,0.95,1.14,0.87,0.69,0.61,0.54,0.41,0.59,0.45,0.4,0.38,0.37,0.35,0.37
f_1,1.21,1.0,0.89,1.1,0.78,0.8,0.44,0.45,0.41,0.39,0.35,0.4,0.37,0.27,0.29,0.31
d_1,1.04,1.14,1.0,0.85,0.97,0.71,0.54,0.38,0.57,0.43,0.45,0.39,0.33,0.33,0.3,0.28
c_1,0.88,0.92,1.16,1.0,1.46,0.7,0.48,0.36,0.31,0.31,0.34,0.41,0.27,0.33,0.36,0.3
b_1,1.14,1.28,1.03,0.69,1.0,1.16,0.56,0.48,0.49,0.46,0.57,0.4,0.38,0.41,0.35,0.35
a_1,1.42,1.25,1.4,1.4,0.86,1.0,0.77,0.78,0.58,0.57,0.64,0.56,0.46,0.51,0.38,0.45
h_1,1.66,2.26,1.87,2.08,1.86,1.29,1.0,0.94,0.78,0.76,0.85,0.68,0.65,0.61,0.58,0.78
g_1,1.87,2.16,2.66,2.72,2.12,1.38,1.06,1.0,0.9,0.93,0.95,1.18,0.79,0.62,0.76,0.63
c_0,2.48,2.44,1.76,2.87,2.0,1.71,1.25,1.19,1.0,1.12,1.2,0.98,1.0,0.82,0.68,0.76
d_0,1.76,2.41,2.37,3.21,2.22,1.78,1.36,1.12,0.9,1.0,1.0,0.93,0.66,0.72,0.66,0.75
b_0,2.14,2.86,2.19,3.23,1.77,1.32,1.16,1.11,0.82,1.05,1.0,0.95,1.32,0.99,0.73,0.78
f_0,2.4,2.66,2.64,2.54,2.6,1.87,1.5,0.84,1.01,0.99,1.04,1.0,0.82,0.98,1.19,0.64
a_0,2.85,2.69,2.86,3.52,2.62,2.03,1.51,1.31,1.05,1.51,0.8,1.25,1.0,1.03,0.86,1.21
h_0,2.86,3.66,3.07,2.85,2.61,1.84,1.62,1.59,1.22,1.38,1.02,0.98,0.94,1.0,0.86,1.03
e_0,3.07,3.65,3.29,2.96,2.94,2.48,1.68,1.39,1.47,1.42,1.37,0.88,1.12,1.16,1.0,0.91
g_0,2.79,3.12,3.78,3.1,2.87,2.1,1.34,1.53,1.3,1.29,1.24,1.51,0.85,0.94,1.11,1.0
