,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,104.53,60.3,70.92,142.0,140.64,364.42,9204.46,20631.54,20054.9,35144.8,30977.98,65861.63,127931.6,115306.25,146951.82,243558.34
f_1,91.04,109.67,74.92,111.82,125.56,284.38,8919.94,16483.96,19412.7,23026.01,26525.93,32000.44,108992.61,106690.84,133360.91,193013.85
d_1,58.39,66.63,129.28,83.72,135.32,369.19,8838.93,14905.22,33002.1,18357.99,29200.07,48990.95,123060.22,102785.0,157057.02,175226.77
c_1,45.7,54.8,72.77,166.87,193.67,293.42,6761.99,12851.8,12400.24,16256.53,16156.63,47731.58,97494.53,84621.58,136141.63,170335.68
b_1,44.68,51.98,64.27,73.1,201.72,527.61,7623.53,12897.39,18536.2,16761.4,17171.69,44105.77,109478.34,62179.56,122220.84,166307.93
a_1,35.1,44.28,48.31,61.1,59.22,458.12,5990.57,9463.8,13669.17,15227.52,16560.31,32998.65,76002.26,62799.45,88211.49,140186.27
h_1,15.35,20.18,20.03,30.38,30.2,83.85,3264.63,5523.73,5097.21,5264.16,7144.85,13157.19,25909.0,27975.49,33388.19,66692.82
g_1,10.22,12.9,22.2,23.45,27.41,70.11,1669.42,5369.56,4789.9,4284.83,5440.32,15526.54,26571.22,21252.92,35344.99,38338.06
c_0,12.55,14.6,14.61,21.37,20.93,74.98,2009.29,3082.79,5686.09,4962.59,8953.25,11008.33,24908.8,25213.76,30981.88,41368.7
d_0,10.97,12.95,12.12,34.28,28.89,59.98,1799.27,3511.49,3242.41,5663.29,5565.52,10904.47,23953.91,19020.85,30615.46,45366.94
b_0,10.61,13.02,16.15,21.45,21.0,57.49,1762.68,3694.57,3813.87,4051.05,6690.11,10666.46,23966.92,34846.61,29349.36,38968.05
f_0,7.89,9.54,13.15,17.97,20.8,56.91,1347.34,2609.59,3203.93,3438.26,4182.21,10604.04,20535.58,16147.06,36425.77,25652.12
h_0,7.3,10.19,10.54,13.24,14.23,38.11,950.65,2339.87,2595.08,2603.29,3332.12,5824.92,13023.48,11549.16,17590.47,33175.78
a_0,7.19,8.03,10.12,12.6,19.76,30.27,1106.88,2327.09,2667.44,2829.12,2827.34,6585.92,16276.11,18201.96,19594.93,24238.49
e_0,4.91,7.8,8.44,12.76,14.96,38.34,1091.96,1798.56,2482.95,2584.15,3027.47,5280.44,13249.86,9244.76,23893.12,24012.21
g_0,5.15,6.26,10.8,12.45,14.41,33.72,746.31,1533.18,2241.18,1873.57,3017.17,8001.76,10492.76,11327.39,15493.11,17140.71
