,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.9,1.57,1.22,1.59,1.19,1.09,4.43,11.45,5.63,4.97,6.06,6.08,10.06,5.49,9.56,2.4
f_1,2.29,6.21,1.24,1.19,1.17,1.11,4.43,5.44,6.27,5.12,6.48,2.76,8.67,6.4,9.36,6.23
d_1,1.26,1.63,6.28,1.21,1.0,1.27,5.34,2.58,10.93,3.84,7.96,7.38,8.43,6.62,9.2,6.73
c_1,1.22,1.37,1.02,6.66,2.53,1.31,3.98,6.4,1.7,4.33,3.82,6.14,9.84,4.43,8.54,7.75
b_1,1.26,1.12,1.39,1.25,7.32,2.56,4.4,5.14,5.68,4.11,2.33,6.01,8.43,5.74,8.86,6.68
a_1,1.15,1.15,1.52,1.5,1.25,10.58,5.4,5.39,6.18,4.14,6.89,7.4,9.83,3.85,8.74,7.68
h_1,1.25,2.17,1.92,1.45,1.41,1.43,15.92,7.38,7.46,8.18,6.97,6.35,5.21,7.65,14.55,8.35
d_0,1.38,1.64,0.81,3.03,1.83,1.42,5.73,14.59,5.23,6.93,7.47,7.28,12.6,5.92,10.56,8.81
c_0,1.4,1.65,1.93,1.04,1.25,1.62,6.85,7.17,14.95,6.57,16.16,8.72,10.46,10.96,11.88,8.96
g_1,1.63,1.59,2.26,1.42,1.3,1.17,5.52,7.07,7.11,18.89,7.28,13.38,10.09,6.83,6.96,9.51
b_0,1.66,1.76,1.71,1.64,0.89,1.12,5.19,6.8,7.57,6.42,17.31,8.42,15.0,16.03,10.98,9.08
f_0,1.27,1.15,1.83,1.77,1.78,1.85,7.45,7.28,7.05,5.95,8.66,20.39,13.4,8.16,12.87,17.26
h_0,1.61,2.33,1.72,1.55,1.53,1.41,3.45,7.27,7.4,7.76,6.61,8.53,7.28,8.44,15.35,6.65
a_0,1.74,1.48,1.64,1.75,1.59,0.82,7.29,6.95,7.17,6.83,9.42,7.42,13.27,24.79,12.84,8.58
g_0,1.51,1.21,3.11,1.66,1.55,1.09,5.52,6.05,7.44,3.53,8.07,13.14,10.96,7.36,6.32,7.96
e_0,0.79,1.65,1.91,1.68,1.65,1.78,7.08,6.04,7.52,7.0,7.77,8.7,14.75,9.13,14.5,25.26
