,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,51.49,101.42,94.29,92.77,68.14,20.56,32.0,15.56,16.83,15.72,16.18,13.3,14.7,,12.76
f_1,76.08,1.15,83.67,106.45,84.59,98.8,15.74,24.28,21.58,18.36,16.65,,6.97,30.54,17.05,13.87
d_1,130.43,97.25,1.16,75.0,70.15,104.0,26.43,16.0,,17.82,14.15,15.28,18.29,22.06,15.57,9.11
c_1,93.64,100.03,111.57,1.15,99.17,65.87,23.87,24.28,9.84,,31.44,16.18,14.16,15.27,17.05,15.95
b_1,107.41,112.94,81.63,50.0,1.15,116.24,26.43,28.16,41.81,31.89,,22.92,17.56,22.06,19.89,15.19
a_1,173.9,159.14,152.14,173.68,73.74,1.16,52.86,44.0,35.21,31.89,47.17,27.5,16.88,,,29.0
h_1,104.34,97.25,101.42,100.0,143.8,82.33,2.0,37.05,16.72,20.9,23.58,32.35,,26.47,16.27,13.87
g_1,140.46,129.67,139.46,143.48,79.89,123.5,20.56,2.0,23.89,26.35,23.58,22.0,12.19,23.35,32.55,
d_0,45.65,68.65,,100.0,82.17,70.57,26.43,28.16,3.11,20.2,18.26,23.91,13.72,23.35,21.06,13.29
c_0,152.17,92.13,54.87,,92.77,179.64,28.46,28.16,19.11,2.87,19.52,18.97,17.56,18.05,18.84,15.95
b_0,86.95,97.25,98.44,132.0,,164.67,37.0,44.0,19.11,19.55,2.93,22.92,15.68,16.54,15.57,14.5
f_0,114.12,,128.73,97.06,143.8,123.5,46.25,14.08,23.07,18.36,24.61,3.16,11.86,,,9.67
h_0,98.7,97.25,76.07,100.0,119.83,76.0,,32.0,15.2,16.38,17.69,18.97,,18.05,17.05,9.97
a_0,243.47,145.88,209.19,206.25,205.43,,32.17,37.05,39.35,26.35,18.26,,16.88,2.96,,24.54
e_0,,318.27,167.35,165.0,239.67,,52.86,64.0,35.21,30.3,43.54,,24.39,,2.93,
g_0,135.26,218.81,128.73,113.79,169.18,179.64,32.17,,22.3,21.64,21.77,22.92,12.54,22.06,,
