,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,103.31,20.62,12.75,18.71,25.73,93.7,1156.82,4595.24,3815.44,3710.97,8111.95,,17495.98,22063.78,32944.82,32926.92
e_1,10.02,107.62,13.26,19.08,25.52,77.89,1493.5,6164.41,3782.34,4681.4,6308.45,11152.37,17652.56,18133.34,35458.81,
d_1,12.82,11.08,125.02,15.13,26.85,96.77,1259.64,,2576.93,6899.53,7055.82,7351.01,23956.21,17117.97,24326.1,23617.97
c_1,10.42,8.27,13.13,141.87,36.78,91.38,1150.37,3134.09,4379.65,,5394.88,10708.1,23315.83,18566.87,24943.38,
b_1,8.24,8.72,11.73,14.04,205.81,,1152.98,3454.22,3273.24,3098.51,,8084.3,13651.8,,27201.52,22088.28
a_1,5.89,7.23,6.78,8.19,,550.12,715.3,2676.5,2300.31,2744.97,4112.53,4652.97,12672.77,,13474.48,
h_1,8.52,5.52,7.27,8.88,12.6,44.23,2379.43,2198.19,2295.93,2186.54,3103.8,3751.46,,10313.13,20118.61,14928.19
d_0,5.13,5.72,,11.74,8.5,27.07,686.74,4390.93,1640.85,1996.9,2668.48,3418.99,10256.88,6820.81,13913.98,8536.09
g_1,4.33,2.89,8.58,4.49,9.56,25.87,495.6,1195.81,5553.83,1416.99,3329.62,6411.88,7155.17,,,
c_0,4.87,5.12,5.68,,9.81,30.98,570.81,1529.49,1487.52,4677.65,5491.31,4024.19,8510.87,9695.74,12556.26,10992.19
b_0,2.91,4.38,4.8,6.07,,29.24,591.51,1795.73,1184.11,1197.13,7096.76,3572.86,6675.13,12442.98,11090.69,9823.94
f_0,,3.65,5.49,4.56,8.71,27.13,492.79,1519.63,941.12,1807.63,2758.21,8413.81,8623.6,6995.92,6712.74,13020.68
h_0,5.41,4.49,4.36,5.0,9.59,21.96,,997.47,1481.62,1448.65,2650.03,2198.9,,5464.66,14984.56,8121.3
a_0,2.5,2.91,3.12,3.75,,,314.94,1254.09,,1065.26,1530.65,2817.69,6165.48,16322.11,9107.73,
g_0,2.78,2.79,6.04,6.69,8.0,24.77,284.5,1019.29,,1254.06,1877.49,4253.72,5652.33,4411.97,,
e_0,2.34,,3.84,,6.23,,417.12,1076.05,,796.2,2236.22,1963.95,4785.27,,,21648.61
