,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.88,0.09,0.07,0.08,0.07,0.04,0.08,0.06,0.16,0.06,0.07,0.07,0.08,0.05,0.01,0.06
f_1,0.19,0.88,0.08,0.08,0.06,0.04,0.08,0.05,0.08,0.05,0.02,0.07,0.07,0.04,0.02,0.05
d_1,0.08,0.09,0.88,0.07,0.06,0.06,0.09,0.06,0.02,0.18,0.06,0.07,0.08,0.04,0.05,0.05
c_1,0.08,0.1,0.07,0.88,0.14,0.04,0.08,0.05,0.08,0.01,0.06,0.06,0.08,0.04,0.05,0.06
b_1,0.09,0.09,0.07,0.08,0.87,0.09,0.08,0.07,0.08,0.07,0.08,0.01,0.07,0.04,0.04,0.06
a_1,0.09,0.11,0.07,0.07,0.06,0.87,0.06,0.06,0.07,0.08,0.07,0.07,0.11,0.02,0.05,0.07
h_1,0.13,0.22,0.16,0.11,0.13,0.08,0.53,0.16,0.12,0.12,0.12,0.11,0.04,0.08,0.08,0.11
g_1,0.13,0.16,0.24,0.12,0.09,0.08,0.12,0.53,0.09,0.11,0.21,0.13,0.14,0.08,0.06,0.04
d_0,0.13,0.16,0.04,0.27,0.14,0.07,0.15,0.12,0.4,0.09,0.14,0.15,0.12,0.09,0.09,0.09
c_0,0.14,0.21,0.15,0.05,0.09,0.1,0.17,0.14,0.15,0.37,0.13,0.27,0.12,0.08,0.11,0.12
f_0,0.14,0.07,0.18,0.16,0.12,0.07,0.15,0.14,0.14,0.13,0.39,0.15,0.18,0.1,0.25,0.11
b_0,0.15,0.2,0.15,0.13,0.05,0.07,0.16,0.12,0.13,0.1,0.15,0.37,0.15,0.17,0.1,0.16
h_0,0.15,0.23,0.15,0.14,0.12,0.05,0.06,0.15,0.13,0.08,0.12,0.15,0.05,0.08,0.11,0.13
a_0,0.17,0.18,0.2,0.1,0.12,,0.18,0.11,0.12,0.11,0.2,0.11,0.22,0.35,0.11,0.12
e_0,0.07,0.19,0.15,0.17,0.13,0.1,0.15,0.13,0.16,0.13,0.1,0.14,0.16,0.05,0.35,0.14
g_0,0.13,0.13,0.24,0.14,0.13,0.08,0.14,0.05,0.12,0.11,0.19,0.13,0.14,0.07,0.1,0.06
