,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.31,0.7,0.39,0.7,0.56,0.4,1.21,0.98,2.23,1.13,1.07,1.14,1.53,0.92,0.44,1.15
f_1,1.11,2.33,0.53,0.55,0.38,0.38,0.91,0.79,0.98,1.19,0.42,1.07,1.4,0.84,0.71,0.98
d_1,0.56,0.63,2.44,0.48,0.55,0.45,1.02,1.02,0.46,2.22,1.05,1.27,1.61,1.0,0.93,1.2
c_1,0.49,0.53,0.6,2.47,0.98,0.38,1.07,0.77,1.2,0.44,1.08,0.85,1.4,0.89,0.88,1.4
b_1,0.54,0.51,0.63,0.46,2.48,0.86,0.9,1.0,1.1,1.11,1.42,0.52,1.47,0.74,1.01,1.34
a_1,0.55,0.61,0.66,0.52,0.51,2.98,1.16,1.04,1.1,1.24,1.14,1.13,1.57,0.34,1.28,1.25
h_1,0.63,0.99,0.74,0.69,0.6,0.51,3.04,1.52,1.41,1.29,1.16,1.37,1.03,1.03,1.22,2.23
g_1,0.62,0.59,1.02,0.73,0.72,0.47,1.3,3.34,1.13,1.4,2.1,1.12,1.47,1.1,1.12,0.99
d_0,0.74,0.78,0.45,1.32,0.57,0.56,1.2,1.19,2.7,1.08,1.35,1.31,1.7,1.11,1.09,1.49
c_0,0.83,0.77,0.79,0.42,0.54,0.56,1.44,1.09,1.33,2.59,1.27,2.83,1.67,1.52,0.99,1.58
f_0,0.5,0.5,0.74,0.78,0.83,0.64,1.49,1.36,1.46,1.06,3.07,1.22,2.03,1.21,2.62,2.12
b_0,0.68,0.77,0.69,0.82,0.5,0.36,1.11,1.3,1.61,1.61,1.46,3.05,1.98,2.66,1.23,1.61
h_0,0.67,0.94,0.79,0.68,0.64,0.52,0.8,1.74,1.55,1.35,1.42,1.41,1.08,1.31,1.11,2.11
a_0,0.8,0.71,0.69,0.77,0.78,0.17,1.5,1.52,1.36,1.4,1.73,1.3,1.72,3.26,1.26,2.08
e_0,0.42,0.84,0.93,0.64,0.64,0.58,1.56,1.27,1.33,1.69,1.24,1.43,2.13,1.16,3.15,1.78
g_0,0.5,0.66,1.22,0.67,0.61,0.59,1.15,0.9,1.07,1.38,2.32,1.39,1.7,0.95,1.64,1.2
