,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.54,41.1,52.88,41.02,54.02,139.13,8038.8,19025.69,10780.18,17566.15,21260.47,29499.4,51750.74,84881.98,67446.37,165223.91
f_1,42.63,116.03,42.11,40.61,61.86,202.37,6020.06,10320.74,10079.04,16806.91,20209.04,13635.73,48666.25,73661.16,77127.0,123563.12
c_1,27.85,35.67,120.93,46.95,102.32,143.69,6985.02,9863.41,10394.23,6044.58,16674.06,24643.86,53840.34,80778.51,90968.68,126494.4
d_1,27.84,32.96,28.71,131.69,72.39,166.04,8331.48,5735.49,9569.58,28720.34,18840.95,23244.94,54413.48,82149.71,93532.22,132233.96
b_1,27.1,27.72,27.5,35.05,190.97,271.12,5059.14,8565.43,7124.03,14318.75,6297.97,21070.32,44638.55,70904.3,86517.61,108761.44
a_1,24.42,21.45,22.45,24.96,28.51,438.0,4589.84,5658.26,5461.39,10884.03,14403.22,13619.48,34912.54,31205.47,56686.21,98833.26
h_1,7.27,14.95,9.16,12.48,17.82,41.34,4341.25,2839.92,3807.97,5013.07,5217.0,7096.45,6804.01,23628.53,17390.36,47929.94
d_0,6.47,10.49,15.74,4.91,18.0,42.47,2190.29,4350.46,2426.79,4082.44,5419.99,6232.51,11266.6,23710.4,28397.72,32567.81
g_1,7.01,8.99,8.46,14.47,16.52,42.92,1521.84,2453.31,5624.53,4851.08,5527.17,9051.55,11263.73,21442.16,23964.44,31257.79
c_0,6.9,9.26,5.89,9.12,14.41,38.12,1862.58,2364.28,2101.28,6685.56,8153.88,5902.89,12980.78,17437.0,26259.5,32420.93
b_0,6.6,8.0,9.08,9.98,8.91,32.91,1507.34,2331.56,2140.01,3185.41,7582.12,5735.69,11270.0,33837.69,26188.61,29788.8
f_0,4.98,5.21,8.22,8.96,14.21,38.57,1583.89,2539.46,1668.24,3388.1,4547.16,8952.74,9928.43,14228.52,38714.88,33453.57
h_0,4.57,7.9,6.4,6.56,10.43,24.5,1053.38,1965.52,2216.02,2957.82,3497.99,4679.25,5384.81,14759.69,15680.75,27776.94
a_0,4.33,5.34,5.48,6.32,7.93,,995.12,1644.86,1084.43,2837.89,1900.07,3300.5,6772.37,23301.98,14368.12,18456.71
e_0,1.75,5.12,5.88,5.76,8.5,27.84,1226.79,1373.5,1174.13,2017.44,2580.05,2325.37,7141.11,10200.43,25924.21,23042.92
g_0,3.06,3.82,4.21,7.36,8.81,20.66,727.05,1097.88,627.75,2049.79,2537.58,3711.14,5464.77,9957.33,11677.64,11011.53
