,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.12,4.09,4.11,4.05,4.68,4.11,0.92,0.88,1.14,0.87,0.88,1.5,0.46,0.87,0.75,0.79
e_1,2.45,1.12,4.51,4.88,5.13,4.43,1.55,0.89,1.57,0.91,0.84,1.0,0.68,0.87,0.77,2.04
d_1,4.98,5.74,1.11,4.78,4.61,4.07,1.34,2.32,0.81,0.88,0.83,0.84,0.62,0.89,0.45,0.9
c_1,5.18,3.47,7.48,1.13,4.47,4.87,1.3,0.57,1.48,1.81,1.07,0.94,0.73,1.05,0.62,1.02
b_1,6.34,6.04,6.06,3.15,1.13,6.21,1.86,1.41,1.96,1.94,3.03,1.06,0.76,1.17,0.9,1.29
a_1,10.55,9.92,7.09,8.15,4.42,1.15,2.74,2.19,2.55,1.99,2.41,1.84,1.53,3.27,1.08,1.74
h_1,15.53,13.1,14.15,13.79,14.28,10.05,1.67,2.6,4.26,2.62,2.31,2.33,3.25,2.48,2.13,1.97
d_0,18.34,10.0,37.57,23.12,19.65,18.5,5.9,2.24,8.74,3.78,3.62,3.81,3.38,3.17,3.3,4.54
g_1,23.39,18.99,19.54,17.56,18.72,17.47,4.36,5.08,1.78,4.41,3.7,3.55,1.91,3.59,4.16,3.66
c_0,25.34,17.95,10.15,43.42,20.22,18.32,5.39,5.33,5.68,2.14,3.7,3.38,3.25,3.99,3.16,4.03
b_0,24.82,21.24,17.89,31.81,43.28,17.8,7.01,5.69,5.82,2.36,2.34,4.3,3.38,4.34,3.16,3.52
f_0,43.96,23.16,20.87,23.12,26.38,23.07,8.1,4.83,4.55,4.66,4.75,2.44,3.84,4.64,2.32,5.28
h_0,32.01,32.34,26.83,25.1,29.16,27.49,12.59,6.39,8.41,5.97,6.26,5.51,5.7,5.18,4.26,5.44
a_0,28.51,31.77,32.51,33.47,41.97,41.53,10.59,7.06,9.62,5.02,3.17,5.63,4.69,2.57,4.41,7.8
g_0,35.77,36.26,31.6,39.67,34.2,30.64,7.28,6.27,14.43,5.92,5.99,6.76,4.14,6.88,7.79,7.48
e_0,36.86,56.98,31.9,34.18,31.84,36.65,10.47,7.22,10.38,6.32,5.74,3.4,6.3,8.31,4.82,2.39
