,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.47,17.58,37.28,30.03,30.64,38.74,8.31,5.58,6.79,7.12,7.4,9.21,4.26,5.54,7.51,
f_1,33.05,0.46,33.05,30.31,30.18,29.35,6.29,6.71,6.52,10.84,6.48,,3.01,6.17,5.33,
d_1,48.49,33.6,0.43,42.07,30.92,34.04,11.78,,5.55,5.45,6.62,5.66,4.98,5.54,3.28,5.58
c_1,33.18,35.57,40.89,0.41,43.08,42.79,10.89,3.92,,9.3,10.46,6.17,4.61,10.61,4.42,4.53
b_1,34.22,33.2,44.27,21.6,0.38,39.93,9.51,8.53,9.92,,,6.43,5.8,6.6,5.31,8.45
a_1,50.24,38.29,44.8,57.53,35.8,0.33,8.64,10.87,9.77,15.43,11.86,,5.97,,6.32,
h_1,15.02,17.34,19.97,14.3,15.96,16.77,0.38,3.5,2.74,5.76,3.13,3.33,,3.12,3.79,3.96
d_0,8.97,16.51,,10.79,11.57,13.58,3.96,0.52,3.59,5.09,3.44,2.58,2.2,2.33,2.37,4.67
c_0,21.54,14.58,7.97,,12.92,12.7,4.58,3.18,0.49,3.97,3.59,2.96,2.14,4.54,1.79,
g_1,19.93,29.97,16.43,25.39,,17.86,4.67,4.56,5.19,0.32,4.42,3.61,2.11,,,
b_0,14.55,15.2,20.01,26.51,,17.66,4.47,3.49,1.8,4.94,0.46,4.13,1.74,4.29,2.1,3.97
f_0,28.26,,16.03,21.01,27.46,,3.88,2.63,3.16,2.41,3.03,0.46,3.22,3.23,1.31,3.41
h_0,11.75,14.0,10.49,15.77,14.32,12.41,,1.94,3.39,4.56,2.0,2.95,,2.71,1.55,2.25
a_0,19.86,20.1,22.54,18.61,24.94,,8.31,5.63,5.0,,2.24,4.08,4.45,0.36,2.72,
g_0,16.49,19.47,12.68,14.42,18.47,16.2,3.08,3.72,2.5,,2.57,3.29,1.39,3.24,,2.17
e_0,,,26.0,17.89,17.32,,6.49,4.27,,,5.29,1.68,2.94,,2.81,0.35
