,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,12923.88,4290.49,10377.84,7341.79,9662.1,39900.34,7613298.36,10660694.35,14806325.81,17869042.73,27880489.44,23096626.82,128328344.62,92516543.0,89478634.95,335020664.84
d_1,5398.42,13141.73,5285.57,5855.16,9802.62,51590.2,9116143.85,13641379.36,30058544.46,10927130.35,37531348.92,37352618.28,128267512.29,120440545.1,146429960.57,329766749.48
e_1,5146.42,4044.05,17156.2,8882.52,9844.12,46086.5,8981415.16,12616546.42,16467839.95,32164160.87,28127716.27,36875565.98,151176377.6,93018965.25,102687954.45,379006879.88
c_1,4723.69,4060.33,5326.56,21510.83,19571.31,46857.33,8522636.48,10516857.94,9431048.29,17039346.57,21777012.3,34084994.17,131883222.41,96614006.38,117015432.88,366265887.61
b_1,4366.53,4954.78,5309.37,6356.79,35904.98,107030.86,7614386.54,11005358.99,13249207.16,16448296.81,16455819.95,35740895.85,130721139.1,74778466.94,133047303.76,423559623.78
a_1,5253.61,4681.45,5302.62,7609.09,11103.15,249445.62,10522170.74,12914399.84,18398936.91,15420110.18,29752184.02,38417468.15,157656777.09,56307801.43,145766237.81,398967610.68
h_1,6893.17,5285.03,6209.29,8906.87,8628.6,52587.63,20912427.73,17775184.23,18360812.85,16281882.72,34815687.04,34367790.14,117369757.74,110719302.31,142177457.13,553852120.35
g_1,4656.53,8062.03,4933.35,7436.11,11299.85,53811.16,9048227.37,32345429.99,19368030.24,15683454.59,33019317.94,58555492.39,134562290.64,104636175.53,170925704.83,349788785.29
c_0,6133.46,6473.4,6347.58,6740.72,8135.64,44718.66,9343833.26,15811266.58,32118370.01,19802543.14,61248740.34,43717393.69,173634778.35,145076643.37,146992766.67,433984271.97
d_0,4948.2,3640.39,5850.68,14594.94,11753.31,47607.32,10237639.58,13678017.71,13422594.15,31312756.11,35737200.61,39535842.16,139958562.64,116784555.37,142777157.66,381394044.76
b_0,5435.26,6232.79,6599.49,9413.19,6594.79,41234.24,9807025.57,14339538.39,21155223.32,19167757.11,60564931.3,43626414.35,164315076.45,215481138.27,144224493.73,413766233.36
f_0,4295.01,6014.72,5059.79,9220.32,11200.77,55493.72,9439228.56,12964624.77,20761081.62,22456526.98,37931807.8,70761388.55,164613184.89,125531493.15,332096999.28,462865075.84
h_0,7399.91,6189.43,6647.94,6645.16,10546.07,51489.64,6077892.87,19372216.17,20485617.61,18274125.85,31805753.58,38238365.74,123874119.83,94842175.39,145002174.83,548567902.15
a_0,5253.44,5498.79,6972.82,9496.84,10349.43,38108.33,8130032.87,14426748.15,18999173.74,20454024.27,33112264.65,42118712.21,161674629.09,237395256.17,184574196.92,383901489.32
e_0,5846.15,5265.88,5203.98,7491.56,12401.4,61289.63,10585022.3,15381459.42,22937475.64,19487642.02,41799364.67,38640029.24,165432463.19,141588572.82,319350027.89,425049301.67
g_0,4705.89,8237.91,5972.11,7591.7,9326.87,55219.18,8452215.7,11067055.75,18968488.23,15684521.13,34968848.28,59520494.97,160972159.51,98993944.1,164878608.37,343424548.17
