,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.5,0.44,0.3,0.54,0.48,0.34,0.64,0.51,0.99,0.52,0.52,0.54,0.63,0.47,0.28,0.55
f_1,0.78,1.51,0.48,0.48,0.34,0.39,0.44,0.44,0.44,0.58,0.2,0.53,0.52,0.44,0.41,0.45
d_1,0.54,0.48,1.54,0.43,0.45,0.37,0.59,0.51,0.27,0.89,0.5,0.59,0.69,0.47,0.43,0.43
c_1,0.45,0.44,0.51,1.56,0.73,0.37,0.57,0.41,0.5,0.17,0.53,0.47,0.64,0.51,0.46,0.58
b_1,0.46,0.5,0.53,0.34,1.56,0.68,0.44,0.52,0.57,0.58,0.63,0.23,0.62,0.38,0.47,0.58
a_1,0.53,0.51,0.59,0.44,0.38,1.72,0.64,0.6,0.56,0.61,0.58,0.61,0.63,0.23,0.64,0.53
h_1,0.62,1.02,0.73,0.72,0.81,0.53,1.68,0.95,0.85,0.65,0.7,0.88,0.5,0.58,0.74,1.13
g_1,0.72,0.73,0.95,0.86,0.81,0.55,0.8,1.73,0.62,0.9,1.16,0.74,0.57,0.67,0.64,0.41
d_0,0.57,0.96,0.48,1.24,0.7,0.65,0.98,0.99,1.53,0.79,0.74,0.85,0.9,0.64,0.69,0.96
c_0,0.92,0.92,0.75,0.6,0.59,0.63,1.08,0.8,0.87,1.47,0.96,1.4,0.84,0.92,0.68,0.9
f_0,0.64,0.68,0.85,0.94,0.96,0.57,0.98,0.82,0.97,0.68,1.6,0.71,0.95,0.72,1.3,0.97
b_0,0.68,0.91,0.84,0.98,0.52,0.48,0.82,0.91,0.97,0.86,1.03,1.62,1.19,1.26,0.84,0.95
h_0,0.75,1.15,0.78,0.74,0.74,0.67,0.66,1.25,1.02,0.88,0.99,0.83,0.52,0.81,0.66,1.09
a_0,0.84,0.91,0.82,0.74,1.04,,0.93,1.09,0.89,0.88,1.0,0.68,1.03,1.76,0.72,1.29
e_0,0.38,1.05,1.07,0.8,0.77,0.66,1.06,0.97,1.1,1.12,0.77,0.92,1.23,0.78,1.7,0.89
g_0,0.65,0.86,1.31,0.79,0.75,0.66,0.77,0.74,0.83,0.9,1.38,0.91,0.96,0.53,0.86,0.65
