,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.76,0.71,0.4,0.66,0.56,0.6,2.15,2.18,5.75,2.23,3.45,3.2,4.72,2.5,0.86,4.35
f_1,1.09,6.02,0.58,0.5,0.57,0.51,2.28,1.97,3.28,3.42,2.93,0.49,3.87,3.28,1.9,3.37
d_1,0.49,0.68,6.3,0.51,0.71,0.61,2.28,2.07,0.56,5.56,3.45,2.86,4.82,2.89,3.36,4.32
c_1,0.5,0.53,0.74,6.37,1.16,0.47,2.5,1.98,2.52,0.4,2.25,3.29,3.74,2.75,2.97,4.45
b_1,0.52,0.55,0.71,0.52,7.29,1.28,1.98,2.63,2.88,3.11,0.37,2.99,3.65,2.21,2.28,3.74
a_1,0.65,0.58,0.6,0.85,0.46,10.53,2.61,1.97,3.12,2.06,2.12,3.2,4.84,0.52,2.34,3.77
h_1,1.04,1.34,0.99,1.03,1.18,0.69,16.79,4.42,4.02,4.55,5.16,3.6,2.36,5.39,5.53,8.13
g_1,0.78,0.93,1.71,1.16,0.91,0.81,2.58,18.11,3.87,5.23,3.98,9.42,6.6,4.81,6.28,3.63
d_0,1.22,1.06,0.31,2.27,0.61,1.0,4.56,3.41,12.82,4.62,5.83,5.67,7.84,5.51,6.51,8.32
c_0,1.15,1.19,1.3,0.44,0.81,0.94,4.34,3.54,5.33,14.77,8.96,6.62,9.02,6.48,7.41,11.05
b_0,1.22,1.16,1.34,1.16,0.16,0.67,3.95,4.16,5.77,4.9,16.33,5.78,8.21,11.21,5.92,9.57
f_0,1.14,0.42,1.33,1.15,1.03,1.02,2.95,4.4,4.3,4.97,5.86,16.19,9.44,5.28,14.99,8.75
h_0,0.87,1.86,0.8,1.09,0.86,1.22,1.18,4.81,3.92,4.24,5.41,6.16,3.86,6.2,5.34,9.43
a_0,1.16,1.11,1.19,1.28,0.92,0.34,3.76,3.95,5.24,5.69,5.77,5.94,8.95,21.62,5.57,9.66
e_0,0.46,1.19,1.18,1.24,1.0,1.09,5.07,3.05,6.11,6.64,8.76,4.51,7.79,6.42,24.72,9.25
g_0,0.89,0.95,1.71,0.98,0.92,1.18,3.66,1.92,3.94,4.84,6.11,8.34,8.23,6.44,5.67,2.83
