,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10869.96,1156.24,2096.63,1377.59,2255.9,16124.42,1877644.58,6996633.3,5189185.82,3467788.97,9973741.84,18040859.9,38384157.79,58806102.83,24759528.87,120078650.33
f_1,2015.22,12455.1,1395.06,1641.5,1797.49,16911.32,1551564.91,3913564.0,6378434.83,3907177.85,11575361.13,3876663.63,34834105.73,50715623.76,74369727.12,137669128.26
c_1,968.21,1343.33,18014.1,2110.54,4270.64,11888.53,1325765.34,3451863.83,1152405.86,5008659.26,8879521.84,14433573.54,33017419.14,55355598.05,73881911.12,105623127.97
d_1,1043.98,1267.14,1323.85,19050.56,2298.76,13741.25,2045444.09,916407.85,9603698.21,6426022.61,14892952.39,14883767.36,44750495.73,72302782.02,91964579.1,104324238.12
b_1,1132.2,1284.69,2134.18,1967.96,25510.75,23292.3,1684322.62,3704933.03,5467067.45,4822917.11,2190242.16,12530094.68,26759344.66,56749624.72,57117082.33,127288992.62
a_1,1076.85,1178.78,1964.15,1612.65,1987.47,270020.92,2154720.49,4804550.56,5159260.17,5026807.28,12820533.47,12182946.21,13536377.5,57703090.95,86294366.03,179745589.94
h_1,1448.3,3258.12,2724.19,3202.76,3628.85,21381.84,11742675.82,5762047.02,9793184.6,14477468.93,23434311.18,25768278.25,60897544.41,45203117.52,137989235.62,219960539.61
d_0,2127.37,2532.57,5397.07,993.16,3885.59,22644.02,2323587.35,18815370.06,10303496.13,9023682.29,17648108.74,25636573.72,65530432.23,112138171.92,119130706.76,159864177.9
c_0,2123.48,2426.82,1128.15,4092.69,3673.01,22443.97,2623348.66,6470619.0,28961822.54,11396154.45,45917025.01,31464897.1,84787691.47,107825165.31,117554409.0,159704473.42
g_1,1953.0,1720.49,3063.02,4772.46,3547.92,20889.85,2228097.46,4815350.04,8587728.44,49766038.38,21741040.43,37824453.03,65495778.38,99193260.0,117177744.35,66709343.98
b_0,1809.26,2491.86,3262.15,3614.13,1639.98,28465.82,2998561.07,5844618.41,11494505.27,11630467.9,70291670.07,27444420.46,147971943.74,106985405.46,108156048.86,235789475.64
f_0,1852.92,1086.67,2944.72,3073.14,4309.38,28088.04,3107955.2,7818573.3,12678275.66,11113235.09,28910428.92,89744033.73,93027548.13,144578929.91,264140494.91,223849822.24
a_0,2365.21,2597.77,3354.29,3710.52,3112.85,12308.92,3088451.93,8091587.49,14094151.81,9334383.93,20685392.46,25382746.25,249061687.48,85005730.57,130588822.82,161159207.24
h_0,1723.57,3044.21,2748.01,3236.86,4061.99,23545.47,731446.14,6580115.43,11311387.29,12379844.54,21103279.17,24718459.51,46708315.57,51620844.08,137524625.4,292864127.55
e_0,798.28,2985.77,2521.51,3938.52,3420.63,22719.32,3322601.48,7619081.02,13319385.57,11853575.85,24435375.88,27258451.59,67063307.83,131497308.09,597146399.78,232019779.72
g_0,1729.83,2191.83,2737.64,5398.43,3367.76,22603.65,2633206.09,4450550.8,10812919.38,,21470292.72,41668260.31,65017975.28,84245217.54,113457815.96,73986726.96
