,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.65,0.82,1.29,1.73,1.4,1.24,0.58,0.68,0.58,0.48,0.58,0.48,0.38,0.67,0.46,0.49
f_1,1.51,0.65,1.15,1.26,1.26,1.09,0.49,0.72,0.49,0.46,0.66,0.48,0.31,0.43,0.38,0.39
d_1,1.51,1.44,0.64,1.34,1.19,1.18,0.58,0.41,0.87,0.48,0.45,0.5,0.39,0.47,0.3,0.44
c_1,1.07,1.55,1.63,0.65,1.5,1.29,0.6,0.52,0.29,0.5,0.43,0.43,0.38,0.41,0.38,0.4
b_1,1.29,1.44,1.53,0.93,0.63,1.52,0.67,0.66,0.53,0.63,0.47,0.67,0.5,0.53,0.45,0.58
a_1,1.77,2.09,1.71,1.51,0.99,0.58,0.77,0.87,0.63,0.69,0.63,0.61,0.53,0.5,0.46,0.71
h_1,2.02,2.15,1.91,1.98,2.11,1.64,0.57,0.95,0.76,0.72,0.71,0.75,0.78,0.56,0.6,0.61
g_1,2.07,2.16,2.3,2.27,2.03,1.76,0.8,0.55,0.71,0.72,0.93,0.79,0.5,0.76,0.68,0.62
d_0,1.42,2.5,2.51,2.49,2.04,1.97,1.09,1.09,0.61,0.74,0.91,0.78,0.64,0.84,0.72,0.78
c_0,2.24,2.35,1.52,3.99,2.18,1.83,0.98,1.06,1.04,0.6,0.89,0.99,0.72,0.81,0.64,0.8
f_0,1.98,3.43,2.19,2.3,2.79,1.92,1.02,0.68,0.8,0.76,0.58,0.76,0.66,0.96,0.45,0.8
b_0,2.25,2.33,1.89,3.05,3.63,2.11,1.01,0.94,1.06,0.49,0.88,0.58,0.74,0.86,0.7,0.85
h_0,2.46,2.65,2.74,2.54,2.21,2.32,1.38,1.12,0.88,0.85,1.02,0.83,0.89,0.81,0.83,0.76
e_0,3.03,3.77,2.58,2.64,2.34,2.59,1.36,1.0,1.11,0.9,0.53,0.87,0.85,0.53,0.71,0.67
g_0,2.7,3.08,2.6,2.93,2.65,2.18,0.99,1.44,1.01,0.94,1.04,0.88,0.64,0.99,0.89,0.89
a_0,2.6,2.84,2.51,2.86,3.34,2.8,1.29,1.3,0.94,0.86,0.93,0.59,0.83,1.02,0.85,0.57
