,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.42,1.35,1.44,1.74,1.44,1.49,2.92,4.84,2.67,2.99,3.28,3.5,4.21,3.02,4.3,2.94
f_1,2.12,2.48,1.39,1.54,1.35,1.17,2.58,3.2,2.75,2.92,3.38,2.23,3.84,3.11,3.76,2.61
d_1,1.44,1.61,2.54,1.28,1.34,1.36,2.92,2.4,3.01,5.02,3.43,3.21,4.04,3.92,3.71,3.34
c_1,1.24,1.46,1.38,2.63,2.43,1.54,2.9,2.81,2.74,2.26,2.57,3.1,3.77,3.33,3.76,3.2
b_1,1.41,1.47,1.51,1.3,2.8,2.49,2.99,3.02,2.61,3.32,2.6,3.3,3.61,2.66,3.7,3.84
a_1,1.54,1.76,1.47,1.55,1.27,3.24,2.81,3.47,2.96,2.81,2.99,3.26,4.56,2.76,4.1,3.17
h_1,1.48,1.91,1.69,1.37,1.36,1.56,4.29,3.33,3.5,3.03,3.41,3.4,3.63,3.37,5.57,3.53
d_0,1.24,1.61,1.24,2.54,1.83,1.29,2.91,4.22,2.75,2.23,3.22,3.18,4.27,3.72,4.3,3.68
g_1,1.37,1.52,2.09,1.61,1.48,1.31,2.63,3.06,4.76,3.51,3.52,4.46,3.91,3.79,3.48,3.85
c_0,1.5,1.78,1.44,1.51,1.18,1.7,3.58,3.46,3.14,4.44,5.49,3.8,4.85,4.34,4.98,4.17
b_0,1.47,1.66,1.63,1.7,1.15,1.46,3.14,3.56,3.09,2.86,4.58,3.58,4.67,6.07,4.61,3.81
f_0,1.27,1.59,1.63,1.68,1.64,1.53,3.22,3.57,2.93,3.02,3.73,4.72,4.21,3.7,4.37,6.06
h_0,1.53,1.97,1.58,1.63,1.43,1.29,2.48,3.19,3.59,2.94,3.34,3.47,3.57,3.27,4.78,3.52
a_0,1.61,1.86,1.56,1.7,1.55,1.0,3.26,3.13,3.09,3.14,3.15,3.7,5.4,5.27,4.38,3.46
g_0,1.37,1.41,2.1,1.63,1.67,1.47,2.56,3.17,2.7,2.83,3.16,4.45,3.9,3.51,4.18,4.74
e_0,1.15,1.8,1.58,1.91,1.56,1.73,2.91,3.04,3.02,2.88,3.22,2.85,4.42,3.81,3.57,5.47
