,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.95,2.52,1.71,2.94,2.12,2.16,8.62,8.17,18.42,9.25,11.19,11.32,16.74,11.26,8.65,17.0
f_1,3.92,6.22,1.9,1.98,1.88,1.92,7.76,7.34,12.28,11.03,10.46,6.74,15.3,11.52,6.84,16.31
d_1,2.04,2.5,6.53,1.8,2.22,2.18,8.31,8.73,6.46,19.05,12.69,9.61,17.48,11.11,12.92,16.48
c_1,1.72,2.1,2.45,6.56,4.31,2.17,8.5,7.55,9.59,6.06,6.69,10.34,13.07,11.19,9.95,15.66
b_1,2.1,2.15,2.43,2.19,7.45,4.66,7.26,7.17,9.19,9.5,6.89,11.36,14.09,7.99,10.26,15.54
a_1,2.2,2.19,2.43,2.52,2.2,10.68,9.78,8.3,10.33,8.82,10.15,12.01,17.26,7.07,12.62,16.22
h_1,2.18,3.25,2.66,2.43,2.5,2.56,19.15,12.07,10.62,11.51,12.15,11.2,12.34,11.36,12.14,20.44
g_1,2.03,2.26,3.64,2.45,2.17,2.4,7.46,20.53,9.12,11.36,10.72,19.59,16.54,12.02,18.19,16.89
d_0,2.35,2.34,1.63,4.74,2.25,2.21,9.5,8.82,17.37,7.52,13.31,12.85,16.75,12.56,12.23,18.78
c_0,2.84,2.61,2.62,2.06,1.83,2.24,9.95,9.34,11.9,19.34,21.76,12.53,19.67,15.06,15.38,21.35
b_0,2.46,2.82,2.88,2.72,1.44,1.59,9.86,10.66,11.03,12.25,21.13,14.26,19.7,25.21,13.98,23.39
f_0,2.31,2.01,2.84,2.79,2.49,2.25,9.73,9.61,11.35,11.16,11.72,21.5,20.97,13.96,27.91,22.16
h_0,2.53,3.54,2.3,2.4,2.22,2.35,7.31,11.73,9.72,11.19,12.27,12.42,13.57,14.6,12.67,24.68
a_0,2.7,2.62,2.56,2.77,2.48,1.65,10.21,9.53,11.75,10.87,11.96,12.53,17.9,26.5,13.68,19.33
e_0,1.74,2.74,2.74,2.95,2.26,2.75,11.51,9.62,11.22,12.61,15.4,11.95,17.56,14.69,29.03,18.7
g_0,2.27,2.08,3.55,2.51,2.17,2.86,9.86,7.37,10.23,11.42,13.29,17.51,19.37,12.7,15.13,10.38
