,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.05,1.24,1.05,1.01,0.96,0.83,1.0,0.91,0.96,0.82,0.82,0.8,0.8,0.95,0.92
d_1,0.96,1.0,1.09,1.03,0.97,0.91,0.98,0.81,1.29,1.08,1.22,0.94,1.07,1.08,0.97,0.73
e_1,0.81,0.92,1.0,1.09,0.98,0.91,1.05,1.05,1.04,1.37,1.04,1.06,1.12,0.93,1.26,1.47
c_1,0.95,0.97,0.92,1.0,1.55,0.99,0.87,1.01,0.87,0.72,0.98,0.98,1.01,0.95,0.96,1.21
b_1,0.99,1.03,1.02,0.65,1.0,1.6,1.2,0.85,1.1,1.17,0.64,1.22,0.95,1.16,0.98,0.98
a_1,1.04,1.1,1.1,1.01,0.63,1.0,1.26,1.25,0.96,0.94,1.08,1.1,1.24,1.51,0.99,1.1
h_1,1.22,1.01,0.92,1.15,0.81,0.81,1.0,1.15,0.93,0.89,0.84,0.91,0.97,0.87,0.91,1.02
g_1,1.0,1.27,0.93,1.01,1.07,0.82,0.89,1.0,0.86,0.9,0.91,1.02,0.8,1.19,0.84,1.0
c_0,1.15,0.76,0.95,1.21,0.94,1.03,1.06,1.2,1.0,1.07,1.46,0.97,1.22,1.21,1.08,1.02
d_0,1.06,0.93,0.69,1.46,0.87,1.05,1.12,1.21,0.89,1.0,0.96,1.17,0.97,0.93,0.99,1.02
b_0,1.25,0.81,0.87,1.08,1.31,0.96,1.1,1.1,0.72,1.04,1.0,0.92,1.05,1.41,0.94,0.99
f_0,1.34,1.12,0.88,1.04,0.84,0.88,1.11,0.9,0.98,0.9,1.06,1.0,1.2,1.07,1.37,0.79
h_0,1.25,0.93,0.85,1.0,1.07,0.8,0.98,1.23,0.79,0.97,1.01,0.88,1.0,0.93,1.08,1.16
a_0,1.26,0.85,1.05,1.05,0.93,,1.17,0.92,0.82,1.07,0.72,0.99,1.08,1.0,1.17,1.12
e_0,1.03,1.03,0.83,1.1,1.09,0.91,1.09,1.15,0.96,0.91,1.07,0.72,0.94,0.81,1.0,1.01
g_0,1.15,1.37,0.66,0.85,0.96,0.92,0.98,1.06,1.02,0.93,1.0,1.24,0.86,0.92,0.96,1.0
