,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,0.86,1.68,1.44,1.63,1.08,0.68,0.65,0.62,0.54,0.52,0.6,0.43,0.48,0.74,0.43
f_1,1.69,0.65,1.35,1.26,1.43,1.21,0.45,0.56,0.65,0.44,0.48,0.81,0.36,0.38,0.4,0.41
c_1,1.13,1.59,0.65,1.54,1.5,1.53,0.64,0.32,0.71,0.76,0.46,0.51,0.4,0.51,0.43,0.4
d_1,1.67,1.62,1.5,0.64,1.41,1.23,0.72,0.82,0.42,0.55,0.51,0.45,0.38,0.53,0.49,0.29
b_1,1.51,1.89,0.99,1.55,0.62,1.76,0.67,0.59,0.74,0.71,1.21,0.57,0.57,0.62,0.55,0.54
a_1,2.21,1.72,1.98,2.21,0.97,0.57,1.03,0.81,0.97,0.66,0.81,0.6,0.54,1.14,0.6,0.5
h_1,2.11,2.92,2.02,2.14,2.34,1.65,0.56,0.86,1.16,0.71,0.82,0.84,0.89,0.84,0.79,0.66
d_0,1.34,2.45,3.08,3.67,2.53,2.08,1.06,0.63,1.38,0.76,0.89,0.8,0.69,0.78,0.88,0.87
g_1,2.67,2.69,2.31,2.27,2.43,2.13,0.8,0.83,0.55,1.05,0.83,0.85,0.62,0.75,0.83,0.93
c_0,2.18,2.69,4.26,1.48,2.17,2.25,1.31,1.25,1.01,0.62,1.14,0.89,0.75,0.77,0.96,0.72
b_0,2.32,2.66,3.22,2.18,2.87,2.23,1.08,0.96,1.28,0.56,0.61,0.88,0.76,0.89,0.95,0.83
f_0,2.12,4.03,2.54,2.57,2.57,2.61,1.08,0.95,0.81,0.91,0.86,0.59,0.84,1.0,0.97,0.49
h_0,2.45,3.05,2.75,2.63,2.52,2.34,1.83,1.15,1.12,0.91,0.91,0.97,1.02,0.86,0.89,0.88
a_0,2.62,3.52,2.78,2.48,3.58,3.87,1.2,1.18,1.78,0.91,0.63,0.97,0.88,0.58,1.05,0.88
e_0,3.38,4.24,2.89,2.89,2.81,2.48,1.39,1.0,1.11,0.86,0.98,0.61,0.88,0.85,0.56,0.73
g_0,2.9,3.27,3.46,3.12,2.58,2.66,1.31,1.01,1.64,1.17,1.14,1.23,0.64,1.02,1.05,1.04
