,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.04,1.11,1.49,1.67,1.62,1.36,0.61,0.6,0.54,0.4,0.53,0.46,0.34,0.38,0.45,0.41
f_1,1.59,1.04,1.47,1.61,1.5,1.12,0.48,0.59,0.46,0.44,0.48,0.43,0.28,0.38,0.33,0.32
d_1,1.96,1.82,1.04,1.44,1.49,1.32,0.58,0.44,0.62,0.52,0.44,0.49,0.34,0.43,0.35,0.25
c_1,1.43,1.6,1.92,1.05,1.9,1.48,0.59,0.57,0.34,0.52,0.44,0.4,0.39,0.42,0.43,0.36
b_1,1.66,2.02,1.68,1.21,1.05,1.72,0.68,0.58,0.5,0.57,0.48,0.53,0.38,0.4,0.47,0.35
a_1,2.48,2.74,2.39,2.22,1.42,1.06,0.91,1.0,0.7,0.67,0.64,0.93,0.6,0.84,0.62,0.44
h_1,4.09,4.64,4.12,4.43,3.96,3.46,1.25,1.48,1.43,1.07,1.12,1.26,1.11,1.1,0.97,1.08
g_1,4.89,5.32,5.01,5.16,4.61,3.64,1.67,1.25,1.48,1.41,1.5,1.27,0.85,1.14,1.19,1.15
d_0,3.81,5.03,6.55,6.07,5.4,4.81,2.1,2.03,1.35,1.35,1.63,1.45,1.24,1.28,1.36,1.45
c_0,6.6,5.93,3.98,7.12,5.69,4.31,2.43,2.11,2.18,1.36,1.93,1.88,1.37,1.64,1.26,1.22
f_0,5.86,6.99,5.63,6.45,5.67,4.77,2.34,1.63,1.83,1.58,1.35,1.73,1.41,1.44,1.9,1.01
b_0,5.88,6.21,5.08,7.99,6.17,4.65,2.32,2.68,2.06,1.12,1.97,1.36,1.38,1.84,1.42,1.27
h_0,7.04,7.65,7.07,7.01,6.91,5.34,2.93,2.98,2.3,2.0,1.94,1.96,1.87,2.03,1.64,1.68
a_0,8.12,8.5,7.23,7.77,9.14,7.56,3.18,3.08,2.37,2.01,2.31,1.37,1.56,1.47,1.99,1.89
e_0,10.67,9.83,8.28,8.76,7.13,5.99,2.9,2.5,2.96,2.46,1.61,2.49,2.17,1.92,1.46,1.47
g_0,8.08,9.55,9.34,8.67,8.11,8.01,2.4,3.21,2.56,2.41,2.37,2.4,1.66,1.93,2.26,2.03
