,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,108.03,72.69,87.58,121.4,153.85,448.9,11383.08,31931.89,23891.85,30396.65,42465.26,52098.64,103511.22,146715.56,156305.68,201174.2
f_1,97.13,112.09,87.6,102.05,142.06,461.1,9344.55,22143.23,21987.88,30231.52,39765.92,39036.17,97024.5,128293.78,122071.86,189181.72
d_1,64.23,75.1,139.52,75.43,141.08,432.66,10123.93,15973.3,20320.95,44375.81,42387.47,45753.12,103576.69,142927.38,166988.2,169697.53
c_1,58.2,66.36,94.35,140.15,202.77,401.48,10442.78,16815.04,19736.13,23983.17,30654.23,43569.24,103495.53,125739.06,161269.21,168509.71
b_1,56.52,57.97,79.62,74.96,200.77,582.08,8695.24,16383.04,15679.02,25744.76,29301.59,37382.94,79651.49,92687.4,132509.6,157666.39
a_1,37.27,43.98,61.54,53.0,72.88,496.67,6763.97,13021.0,12749.72,18758.54,26861.13,29101.21,63311.55,72502.48,93328.34,109828.16
h_1,17.56,23.85,24.49,23.21,34.01,104.3,3553.19,4887.31,5670.48,6581.36,9973.48,10617.23,24802.98,36665.28,38437.47,53078.8
d_0,13.61,15.81,17.3,29.56,32.06,83.43,2382.0,5163.95,4412.59,4923.82,8213.78,9827.72,22626.39,24884.33,32827.72,40181.79
g_1,12.57,14.07,24.63,18.67,31.38,81.4,2185.56,3757.67,6051.28,6305.53,7585.9,12142.94,18825.57,29609.02,35709.54,37052.96
c_0,13.07,15.2,17.27,15.84,21.6,75.56,2221.24,4020.3,3744.74,7224.07,11321.52,9228.1,19363.67,29781.46,33666.57,34604.13
b_0,12.24,13.58,16.66,18.41,21.26,64.76,1949.05,3727.42,3844.57,4509.11,8442.53,7838.83,18595.63,40178.71,28571.92,32215.34
f_0,10.04,11.61,17.18,15.52,24.76,67.02,2050.04,3509.6,3186.01,4758.02,7180.74,9707.92,17688.06,24847.83,44027.07,31089.92
h_0,8.22,11.57,13.49,12.27,19.17,54.63,1290.45,2449.23,3370.33,4389.49,5516.52,6590.44,12270.74,17583.65,21152.17,28529.46
a_0,7.16,9.1,11.27,11.25,16.29,48.7,1366.45,2500.15,2693.37,3576.28,4030.76,5653.87,13290.6,22021.74,20611.12,22628.24
e_0,6.53,9.78,10.47,10.62,16.44,45.74,1308.4,2221.59,2142.67,3144.35,4495.18,4384.6,13520.36,15782.01,23867.96,21408.18
g_0,6.73,7.17,13.05,10.66,16.52,47.51,1232.68,1910.21,2041.91,3270.58,4702.58,6814.83,11378.35,14313.11,19184.48,20172.11
