,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.22,0.69,0.46,0.68,0.49,0.38,1.17,2.21,1.19,0.82,1.33,1.11,1.68,1.09,1.29,0.53
f_1,1.07,2.25,0.56,0.48,0.48,0.4,1.01,1.14,1.03,0.69,1.11,0.51,1.18,0.88,1.01,0.49
d_1,0.59,0.63,2.43,0.42,0.41,0.43,1.12,0.55,2.34,1.1,1.26,1.34,1.61,0.91,1.48,0.99
c_1,0.58,0.62,0.56,2.5,0.92,0.33,1.05,1.2,0.42,0.78,0.73,1.09,1.15,0.98,1.24,1.0
b_1,0.56,0.69,0.56,0.49,2.65,0.88,0.99,1.24,1.21,0.77,0.52,0.87,1.38,0.63,1.14,0.94
a_1,0.57,0.68,0.58,0.61,0.47,3.09,1.16,1.24,1.01,0.94,1.0,0.99,1.39,0.43,1.41,1.04
h_1,0.72,1.01,0.67,0.67,0.62,0.51,2.97,1.48,1.25,1.48,1.39,1.35,1.3,0.93,2.07,1.12
d_0,0.75,0.72,0.45,1.32,0.68,0.49,1.24,2.56,1.05,0.97,1.32,1.39,1.72,1.01,1.55,1.08
c_0,0.8,0.81,0.74,0.47,0.46,0.58,1.49,1.51,2.71,1.03,2.88,1.67,1.96,1.41,1.7,1.04
g_1,0.75,0.56,1.09,0.68,0.5,0.39,1.28,1.39,1.65,3.64,1.45,2.36,1.59,1.09,0.76,1.25
b_0,0.71,0.87,0.91,0.7,0.39,0.4,1.37,1.33,1.34,1.21,2.95,1.41,1.94,2.43,1.72,1.23
f_0,0.47,0.44,0.85,0.79,0.84,0.63,1.35,1.48,1.64,1.26,1.45,2.96,1.99,1.22,1.67,2.84
h_0,0.66,1.09,0.76,0.71,0.54,0.52,0.79,1.45,1.43,1.39,1.66,1.03,1.06,0.96,2.07,1.15
a_0,0.81,0.71,0.82,0.72,0.75,0.28,1.44,1.6,1.41,1.05,1.5,1.28,1.93,3.22,1.33,0.98
g_0,0.45,0.59,1.24,0.69,0.76,0.53,1.13,1.23,1.44,0.68,1.49,2.31,1.76,1.13,1.21,1.6
e_0,0.38,0.9,0.63,0.78,0.76,0.74,1.34,1.64,1.37,1.02,1.26,1.55,1.95,1.12,1.46,3.33
