,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.29,2.13,1.83,1.87,1.76,0.63,0.64,0.85,0.64,0.57,0.88,0.37,0.55,0.6,0.52
e_1,1.5,1.06,2.31,2.32,2.29,2.27,0.94,0.94,0.91,0.75,0.64,0.76,0.51,0.62,1.35,0.54
c_1,2.71,2.13,1.06,2.65,2.72,1.95,0.86,0.42,0.74,0.74,0.62,0.57,0.57,0.56,0.5,0.47
d_1,3.0,2.65,2.42,1.06,2.1,2.05,0.88,1.07,0.65,0.75,0.78,0.62,0.59,0.67,0.45,0.4
b_1,2.98,3.02,1.69,2.99,1.07,2.69,1.26,0.88,0.86,0.85,1.26,0.72,0.69,0.68,0.64,0.65
a_1,4.22,3.3,3.86,3.44,2.09,1.07,1.66,1.18,1.47,1.27,1.29,1.35,0.8,1.92,0.97,0.73
h_1,6.43,5.45,6.44,6.14,4.87,4.53,1.34,1.87,2.42,1.59,1.76,1.48,1.5,1.52,1.65,1.31
d_0,7.73,4.08,9.43,8.37,7.87,5.93,2.77,1.56,3.26,2.01,2.13,1.92,1.95,1.89,1.99,1.63
g_1,8.27,7.09,8.28,7.07,7.73,5.88,2.2,2.05,1.36,1.93,2.11,2.2,1.37,2.13,1.65,1.78
c_0,7.44,6.97,12.95,4.74,7.81,6.14,2.69,2.57,3.18,1.52,2.95,2.24,2.1,2.07,1.86,1.78
b_0,8.59,7.98,8.96,6.47,13.0,6.66,2.72,2.31,2.66,1.29,1.53,2.22,1.72,3.18,2.22,1.8
f_0,15.24,7.61,9.83,9.86,8.12,5.79,3.87,2.7,1.97,2.94,2.39,1.54,2.28,2.8,3.17,1.2
h_0,13.12,10.36,9.43,8.33,9.0,7.88,4.74,2.75,3.64,2.5,2.75,2.22,3.13,2.4,2.11,2.41
a_0,11.0,10.6,10.33,9.4,12.1,10.74,4.14,3.01,2.95,2.64,1.53,2.08,2.29,1.58,2.62,2.22
e_0,13.32,11.3,15.53,12.56,13.44,7.69,4.01,2.97,4.12,3.2,2.95,1.42,2.41,2.79,1.65,2.05
g_0,10.89,12.05,11.71,11.66,9.89,10.29,3.66,3.51,5.44,3.92,3.41,4.08,2.04,2.98,3.28,3.17
