,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,1.05,1.16,1.61,2.29,1.84,1.44,0.68,0.71,0.65,0.51,0.65,0.52,0.4,0.59,0.43,0.49
f_1,2.05,1.05,1.61,1.72,1.69,1.32,0.54,0.75,0.55,0.5,0.61,0.5,0.32,0.43,0.4,0.4
d_1,2.15,1.98,1.05,1.71,1.59,1.52,0.63,0.48,0.8,0.54,0.48,0.53,0.4,0.47,0.3,0.43
c_1,1.42,2.02,2.25,1.05,1.93,1.66,0.67,0.59,0.33,0.51,0.49,0.48,0.42,0.46,0.4,0.44
b_1,1.89,1.97,2.16,1.36,1.05,1.98,0.79,0.78,0.59,0.76,0.57,0.69,0.53,0.57,0.49,0.55
a_1,2.91,3.27,2.83,2.41,1.62,1.07,1.1,1.06,0.83,0.91,0.8,0.85,0.64,0.66,0.62,0.86
h_1,4.76,5.36,4.42,5.18,4.79,3.63,1.28,1.92,1.47,1.43,1.38,1.43,1.24,1.08,1.09,1.11
g_1,5.09,5.64,5.99,5.74,5.1,4.41,1.65,1.29,1.49,1.48,1.98,1.59,1.02,1.34,1.33,1.23
d_0,3.94,6.25,6.98,6.87,5.89,4.96,2.39,2.36,1.44,1.52,1.84,1.7,1.28,1.72,1.49,1.51
c_0,6.26,6.16,4.26,8.82,6.1,4.61,2.26,2.2,2.45,1.42,2.0,2.1,1.6,1.66,1.26,1.63
f_0,5.57,7.34,6.28,6.53,7.12,5.14,2.33,1.54,1.78,1.64,1.4,1.77,1.37,1.97,0.96,1.57
b_0,6.22,6.48,5.37,8.41,9.02,5.1,2.37,2.24,2.23,1.19,2.13,1.43,1.64,1.68,1.45,1.77
h_0,7.78,8.62,8.34,8.29,6.81,6.24,3.28,2.94,2.31,2.1,2.54,1.98,2.06,2.1,1.93,1.73
e_0,9.05,12.2,7.74,8.35,7.99,6.92,3.67,2.64,2.76,2.36,1.43,2.23,2.07,1.45,1.61,1.73
g_0,8.67,10.08,8.38,9.78,8.95,6.63,2.67,3.12,2.63,2.5,2.72,2.5,1.67,2.5,2.01,2.17
a_0,8.29,9.45,8.36,9.31,10.6,9.53,3.44,3.37,2.69,2.4,2.45,1.65,2.08,2.6,2.02,1.53
