,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,86.69,116.24,64.96,86.48,67.14,17.25,24.4,14.56,19.55,15.27,,9.5,14.0,23.69,14.48
e_1,48.16,1.15,91.11,72.34,92.45,72.31,27.5,30.5,21.13,17.92,16.97,22.83,12.29,15.04,,11.48
d_1,104.57,91.02,1.15,138.39,121.86,117.5,24.44,14.35,,18.97,16.97,16.41,9.95,16.92,25.27,7.93
c_1,87.14,130.04,105.34,1.15,89.37,81.74,32.59,25.24,9.92,,24.44,18.1,11.94,20.3,25.27,14.48
b_1,130.71,107.09,102.15,46.13,1.15,,28.39,38.53,20.47,40.31,,30.88,20.9,29.0,25.27,16.65
a_1,152.5,280.08,153.23,227.36,,1.15,46.32,48.8,31.19,43.0,47.0,29.17,24.59,,,
h_1,85.12,79.15,108.74,99.47,58.28,72.31,2.0,27.11,18.19,20.16,21.82,20.19,,14.0,23.69,15.14
g_1,118.06,191.63,124.85,117.89,157.71,110.59,18.33,2.0,22.59,16.97,27.77,30.88,11.0,23.88,19.95,
d_0,101.67,58.73,,138.39,70.55,134.29,19.56,34.86,3.0,20.16,21.82,13.82,11.0,25.38,16.48,14.48
c_0,104.57,91.02,49.57,,95.75,110.59,25.88,26.14,22.59,2.93,23.5,25.0,12.67,23.88,14.58,14.48
b_0,96.32,113.78,105.34,144.68,,104.44,36.67,23.61,29.77,11.12,2.84,15.0,13.93,19.33,22.29,20.81
f_0,,93.36,105.34,113.68,167.56,125.33,36.67,24.4,26.2,25.8,19.09,3.0,23.22,25.38,25.27,9.51
h_0,101.67,95.82,99.15,96.45,121.86,98.95,,25.24,18.19,14.66,16.51,29.17,,22.56,12.63,13.88
a_0,192.63,165.5,160.52,132.62,191.5,,44.0,56.31,46.79,35.83,16.51,22.83,20.9,3.17,31.58,15.86
e_0,174.29,,224.73,212.2,148.94,,55.0,38.53,24.26,49.62,33.94,18.1,23.22,27.07,2.94,20.81
g_0,140.77,121.37,96.31,151.57,148.94,,26.67,,27.29,20.81,33.94,22.83,13.48,27.07,21.06,
