,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.37,0.88,0.92,0.86,0.66,0.4,0.41,0.41,0.34,0.41,0.35,0.26,0.36,0.37,0.33
e_1,0.73,1.0,0.93,1.17,0.89,0.65,0.61,0.52,0.51,0.44,0.37,0.4,0.32,0.34,0.37,0.35
d_1,1.13,1.08,1.0,0.87,0.89,0.76,0.52,0.56,0.32,0.57,0.43,0.36,0.4,0.3,0.27,0.29
c_1,1.08,0.86,1.15,1.0,1.18,0.78,0.48,0.33,0.55,0.34,0.36,0.45,0.41,0.37,0.29,0.38
b_1,1.17,1.12,1.13,0.85,1.0,1.23,0.63,0.53,0.55,0.52,0.38,0.39,0.35,0.3,0.4,0.36
a_1,1.52,1.54,1.32,1.29,0.82,1.0,0.82,0.69,0.63,0.65,0.63,0.53,0.61,0.4,0.38,0.44
h_1,2.52,1.6,1.98,2.1,1.57,1.16,1.0,0.8,0.92,0.8,0.72,0.56,0.87,0.66,0.8,0.53
d_0,2.52,1.79,2.06,3.3,1.87,1.45,1.24,1.0,0.99,0.98,0.74,0.85,0.97,0.7,0.85,0.76
g_1,2.56,1.98,3.05,1.82,1.75,1.63,1.1,0.98,1.0,0.97,0.98,1.18,0.68,0.65,0.66,0.64
c_0,3.18,2.35,1.77,2.88,1.9,1.62,1.24,1.0,0.96,1.0,1.22,0.9,0.82,0.95,0.78,0.8
b_0,2.6,2.71,2.18,2.73,2.59,1.4,1.53,1.43,0.99,0.83,1.0,1.0,0.84,1.2,0.8,0.65
f_0,2.68,2.47,2.76,2.2,2.57,1.77,1.75,1.22,0.87,1.12,1.04,1.0,0.95,0.89,0.7,1.1
h_0,3.85,2.85,2.5,2.48,2.77,1.72,1.17,1.06,1.48,1.16,1.19,1.13,1.0,0.91,1.07,0.82
a_0,3.0,2.85,3.44,2.82,2.99,2.42,1.47,1.43,1.44,1.13,0.84,1.07,1.12,1.0,0.99,1.01
g_0,2.62,2.73,3.67,3.41,2.6,2.67,1.22,1.14,1.48,1.31,1.26,1.36,0.94,0.98,1.0,1.08
e_0,3.1,2.58,3.28,2.66,2.86,2.32,1.86,1.29,1.52,1.24,1.36,0.93,1.22,1.12,0.92,1.0
