,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.07,6.48,8.56,9.67,8.52,8.54,3.56,3.08,3.17,2.44,3.34,2.29,1.6,2.43,,1.58
f_1,9.72,1.07,9.26,8.09,8.73,5.95,2.98,3.35,2.58,2.84,,2.74,1.56,2.44,1.91,2.11
d_1,12.87,9.15,1.07,8.74,13.71,7.69,3.41,2.54,,3.43,2.99,2.74,2.43,1.94,2.97,1.25
c_1,11.8,11.15,12.32,1.07,12.49,7.16,3.1,5.2,1.89,,2.71,2.9,2.1,3.5,4.07,2.23
b_1,10.16,11.3,9.23,6.88,1.07,10.82,4.4,5.1,2.84,3.46,4.97,,2.82,3.2,2.66,2.63
a_1,14.69,19.99,16.43,16.98,10.18,1.07,5.44,,4.61,4.52,,4.04,,,,4.03
h_1,13.6,13.56,13.09,16.67,11.06,12.33,1.41,6.03,3.79,4.38,3.09,3.78,,3.14,2.69,2.51
g_1,16.22,15.25,16.19,16.27,13.42,,4.08,1.41,5.06,3.92,7.17,4.91,3.12,3.76,4.39,
d_0,8.29,16.97,,18.22,14.14,12.56,5.34,5.95,1.76,5.66,3.86,3.51,2.96,4.14,3.77,3.34
c_0,18.69,16.43,8.78,,11.76,11.13,5.09,6.68,3.92,1.71,4.66,5.35,3.7,5.9,3.3,3.69
f_0,15.18,,18.09,15.11,13.54,,7.63,3.06,4.63,4.42,1.71,5.31,3.39,4.46,6.41,3.97
b_0,19.99,16.99,18.14,19.13,,15.37,8.65,5.12,5.87,3.05,3.69,1.72,3.71,5.09,4.81,4.03
h_0,18.71,17.09,14.17,15.16,14.18,,,6.25,4.62,4.58,4.85,4.54,,3.36,3.72,3.56
a_0,20.57,24.13,26.01,15.6,23.07,,11.43,8.88,6.67,5.78,5.33,4.0,5.73,1.74,4.69,3.43
e_0,,24.59,24.41,17.67,23.43,,8.23,6.65,7.41,9.03,3.22,5.73,6.98,4.82,1.76,4.98
g_0,32.85,16.81,23.58,16.47,18.8,13.14,6.02,,6.31,5.1,4.5,5.86,3.76,6.33,4.47,
