,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.55,0.61,0.87,0.64,0.47,0.88,1.32,0.72,0.8,0.83,0.88,0.86,0.78,0.64,0.78
d_1,0.73,1.53,0.76,0.59,0.62,0.52,0.79,0.59,0.69,1.25,0.82,0.89,0.81,0.64,0.7,0.84
f_1,1.04,0.67,1.53,0.66,0.63,0.5,0.67,0.8,0.7,0.71,0.85,0.43,0.9,0.75,0.53,0.7
c_1,0.61,0.73,0.74,1.56,1.11,0.49,0.8,0.75,0.67,0.37,0.61,0.68,0.7,0.65,0.65,0.89
b_1,0.69,0.77,0.78,0.51,1.61,1.1,0.81,0.81,0.85,0.85,0.48,0.77,0.95,0.52,0.69,0.73
a_1,0.88,0.79,0.81,0.84,0.51,1.76,0.84,0.73,0.8,0.95,0.84,0.75,0.89,0.48,0.65,0.84
h_1,0.78,1.02,1.23,0.87,0.82,0.68,1.73,0.97,1.14,0.97,1.08,0.8,0.75,0.89,0.83,1.18
d_0,0.83,0.62,0.93,1.53,0.86,0.77,1.24,1.58,0.99,0.8,1.17,0.84,1.21,1.0,0.77,1.09
g_1,0.85,1.29,0.77,0.99,0.75,0.7,1.02,1.0,1.81,0.99,0.99,1.56,0.85,0.82,0.89,0.8
c_0,0.9,0.99,1.14,0.63,0.73,0.69,1.15,1.35,1.04,1.65,1.84,1.12,1.43,1.02,0.96,1.11
b_0,1.03,1.03,1.02,1.15,0.61,0.58,1.16,1.2,1.03,0.87,1.63,1.0,1.38,1.73,0.88,1.03
f_0,0.96,1.1,0.73,0.98,0.86,0.82,1.26,1.18,1.05,1.22,1.2,1.7,1.11,1.14,1.78,1.07
h_0,0.99,1.16,1.13,1.17,0.71,0.79,0.9,1.16,1.4,1.02,0.95,1.06,0.95,1.0,0.9,1.54
a_0,0.95,1.16,1.02,1.13,1.11,0.42,1.25,1.16,1.37,1.11,0.89,1.16,1.46,1.68,1.03,1.01
e_0,0.71,1.18,1.2,0.98,0.95,0.71,1.38,1.46,1.22,1.15,1.24,0.89,1.53,1.17,1.82,1.46
g_0,0.83,1.48,1.09,0.93,0.93,0.75,1.14,1.17,0.91,1.37,1.26,1.43,1.16,1.06,1.01,0.93
