,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.69,1.35,1.21,1.65,1.25,1.33,4.75,10.66,6.96,4.68,6.33,6.3,8.17,6.25,9.62,2.52
f_1,2.3,5.84,1.27,1.19,1.09,1.07,4.83,6.25,5.62,4.88,5.32,2.61,8.08,5.88,9.14,4.04
d_1,1.11,1.55,5.94,0.92,1.2,1.29,4.62,3.5,11.36,6.04,7.84,7.15,10.46,7.64,10.78,8.53
c_1,1.18,1.25,1.13,6.74,2.37,1.52,4.65,6.42,1.66,3.48,4.3,6.87,8.14,5.54,9.71,7.66
b_1,1.38,1.36,1.05,1.61,8.11,2.25,3.81,5.56,4.87,3.14,1.83,6.0,10.04,5.36,7.29,7.11
a_1,1.24,1.22,1.64,1.2,1.5,12.1,5.21,5.67,5.08,4.02,7.29,5.64,11.31,1.85,8.52,6.48
h_1,1.6,2.13,1.68,1.58,1.31,1.15,15.75,5.84,6.84,7.64,8.39,7.41,5.28,7.66,15.13,10.55
d_0,1.42,1.71,0.82,3.09,1.56,1.72,5.4,14.05,6.77,6.32,8.22,7.59,12.44,7.9,9.56,8.2
c_0,1.68,1.73,1.91,0.84,1.18,1.22,5.92,7.77,14.52,7.09,16.07,8.87,13.88,11.41,11.97,9.2
g_1,1.41,1.32,2.72,1.59,1.27,1.07,5.08,5.8,8.83,19.61,7.66,10.1,11.36,8.85,7.47,9.04
b_0,1.14,2.13,1.79,1.75,0.76,1.05,6.92,8.22,8.21,6.16,17.38,9.63,13.14,16.63,11.48,9.15
f_0,1.1,1.07,2.0,1.83,1.64,1.67,7.25,7.24,8.18,7.24,7.44,19.22,11.89,7.97,12.21,20.33
h_0,1.47,2.22,1.79,1.66,1.78,1.54,3.09,6.66,7.83,7.82,7.26,6.6,6.85,7.75,15.24,8.12
a_0,1.43,1.79,2.15,1.24,1.41,0.62,5.4,8.8,8.86,5.8,10.19,10.46,11.4,24.47,10.24,10.91
g_0,1.36,1.61,2.69,1.52,1.63,1.46,6.02,6.47,6.03,3.64,7.73,12.85,11.92,4.44,5.46,9.49
e_0,0.84,1.71,2.12,1.55,1.91,1.68,8.11,7.15,5.5,6.5,8.19,8.51,9.82,7.08,12.06,25.06
