,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.9,1.16,1.34,1.45,2.97,18.8,38.63,26.74,27.23,31.08,53.27,84.69,76.3,120.26,99.37
f_1,1.12,1.0,0.88,1.04,1.35,3.2,14.0,21.45,24.55,24.12,31.77,47.22,58.63,89.82,116.76,112.03
d_1,0.86,1.14,1.0,1.3,1.16,2.57,17.25,25.62,31.18,17.95,35.49,50.66,69.32,76.11,66.64,91.88
c_1,0.75,0.96,0.77,1.0,1.76,2.47,14.65,15.47,11.3,21.53,22.19,42.41,69.95,53.79,85.49,94.14
b_1,0.69,0.74,0.86,0.57,1.0,2.83,11.82,15.97,18.22,18.11,16.92,31.68,58.27,51.94,65.05,72.21
a_1,0.34,0.31,0.39,0.41,0.35,1.0,5.92,7.17,7.55,9.93,15.28,17.54,24.41,25.15,34.11,31.78
h_1,0.05,0.07,0.06,0.07,0.08,0.17,1.0,1.54,1.31,1.85,2.1,2.54,4.28,4.37,6.61,6.79
d_0,0.02,0.05,0.04,0.07,0.07,0.14,0.65,1.0,0.88,1.14,1.48,2.06,3.57,2.62,3.44,5.64
c_0,0.04,0.04,0.03,0.08,0.05,0.13,0.78,1.14,1.0,1.22,1.89,2.2,2.68,3.79,3.98,4.55
g_1,0.04,0.04,0.05,0.05,0.05,0.1,0.54,0.88,0.84,1.0,1.21,2.57,2.32,2.4,3.42,4.46
b_0,0.03,0.03,0.03,0.05,0.06,0.07,0.45,0.66,0.52,0.79,1.0,1.57,2.97,3.3,2.79,3.66
f_0,0.02,0.02,0.02,0.02,0.03,0.06,0.41,0.46,0.45,0.36,0.63,1.0,1.58,1.62,1.62,3.12
h_0,0.01,0.02,0.01,0.01,0.02,0.04,0.24,0.29,0.34,0.44,0.33,0.61,1.0,0.94,1.57,1.28
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.23,0.35,0.29,0.38,0.33,0.67,1.0,1.0,1.31,1.35
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.28,0.25,0.28,0.36,0.63,0.64,0.69,1.0,1.04
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.16,0.21,0.22,0.31,0.32,0.87,0.68,1.04,1.0
