,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.44,0.59,0.73,0.62,0.52,0.33,0.36,0.33,0.26,0.27,0.32,0.24,0.3,0.32,0.26
f_1,0.62,0.41,0.57,0.61,0.54,0.52,0.27,0.33,0.28,0.26,0.26,0.31,0.19,0.23,0.28,0.26
d_1,0.67,0.61,0.39,0.57,0.53,0.55,0.28,0.25,0.34,0.31,0.29,0.26,0.21,0.28,0.26,0.16
c_1,0.49,0.61,0.7,0.38,0.73,0.59,0.33,0.31,0.18,0.26,0.23,0.27,0.23,0.25,0.24,0.22
b_1,0.59,0.68,0.67,0.38,0.36,0.82,0.33,0.32,0.25,0.33,0.31,0.27,0.24,0.27,0.25,0.22
a_1,0.71,0.65,0.56,0.58,0.36,0.29,0.36,0.35,0.33,0.31,0.35,0.3,0.27,0.38,0.28,0.24
h_1,0.53,0.58,0.6,0.58,0.56,0.49,0.22,0.32,0.24,0.27,0.24,0.29,0.24,0.21,0.24,0.24
g_1,0.57,0.58,0.55,0.58,0.57,0.5,0.27,0.22,0.27,0.26,0.26,0.28,0.18,0.25,0.27,0.23
d_0,0.41,0.55,0.67,0.7,0.6,0.52,0.34,0.32,0.23,0.22,0.24,0.26,0.23,0.26,0.26,0.26
c_0,0.62,0.6,0.41,0.76,0.54,0.47,0.31,0.3,0.43,0.22,0.31,0.29,0.22,0.31,0.25,0.21
b_0,0.57,0.59,0.46,0.84,0.61,0.46,0.31,0.29,0.33,0.17,0.21,0.25,0.25,0.3,0.25,0.24
f_0,0.56,0.68,0.54,0.56,0.55,0.53,0.3,0.22,0.26,0.24,0.26,0.2,0.22,0.27,0.26,0.16
h_0,0.54,0.62,0.56,0.56,0.57,0.47,0.35,0.32,0.27,0.25,0.24,0.22,0.24,0.25,0.22,0.23
a_0,0.5,0.62,0.54,0.65,0.58,0.58,0.34,0.31,0.25,0.21,0.17,0.25,0.21,0.19,0.27,0.21
e_0,0.67,0.71,0.49,0.56,0.56,0.47,0.33,0.27,0.27,0.25,0.26,0.16,0.22,0.27,0.18,0.18
g_0,0.54,0.54,0.63,0.58,0.54,0.51,0.25,0.27,0.26,0.26,0.24,0.26,0.18,0.26,0.25,0.24
