,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10335.48,5589.5,2781.03,3869.33,5723.19,23026.51,3192603.1,5491820.48,8215411.51,13116226.6,17308545.87,11873223.7,107671099.72,105936918.96,166092907.42,82423405.62
e_1,2535.55,13704.27,2686.17,5920.2,6330.39,30192.11,3351087.98,5469563.45,10030897.5,27566516.73,17094380.79,27639961.13,109746127.26,104339854.91,207650928.82,68065247.87
d_1,2903.36,2577.15,13890.23,3974.28,5676.45,27521.09,3693369.36,8041610.64,18845479.92,6820339.28,23152058.42,25580227.97,106704597.78,105075188.69,208784501.62,154263791.99
c_1,2293.81,2558.51,3159.17,25259.88,11211.97,21080.6,2966032.22,4888518.34,2826402.15,12871170.38,14282986.41,27965865.7,68526902.81,77541125.29,193947406.24,141048434.53
b_1,1984.4,2928.71,2949.82,4926.26,35683.89,50621.07,3946129.3,5635224.74,10034636.51,12511495.4,9487463.55,24460765.94,117239201.08,67978645.32,178307046.06,137243450.49
a_1,2807.49,2657.17,3086.85,4744.0,5684.74,228384.55,3581471.47,6088980.17,8489453.04,14668929.92,25454296.43,33119702.97,126378172.71,54026105.66,195996424.52,192355239.74
h_1,3865.02,2787.59,4316.57,5703.84,6480.82,29502.7,12040224.6,10163360.88,12952955.66,16681846.08,24536566.75,29137093.65,76837359.56,118257981.07,365844557.24,202168063.16
g_1,1986.92,3204.03,6031.37,6038.45,7148.19,29146.39,4088147.05,26213786.48,12091341.79,13247820.24,25601129.26,49284827.56,119378841.63,120392972.96,159344212.67,191126685.31
c_0,2927.52,3398.29,4004.88,3010.32,6211.93,44566.61,4763043.03,9048810.22,24776469.82,18263935.03,48680215.74,45546231.85,135627195.98,153270654.64,277121442.58,216232225.02
d_0,2530.92,3552.73,1789.17,12664.67,8028.33,30885.77,3997632.36,8663169.24,8497563.68,33925123.52,23274301.88,34721955.93,109823720.63,113322868.72,217908384.34,206339394.47
b_0,3012.74,3069.78,3557.06,6477.15,4252.33,34455.01,4531067.62,10224558.23,12917487.34,17657110.79,57205647.57,38711462.63,135300811.69,297810853.75,277314814.86,251368994.5
f_0,1384.27,2668.4,3780.41,6453.6,7802.9,46612.18,5342903.99,8299326.1,12393842.09,18730395.18,28269937.39,79936449.99,138617114.31,152065809.42,263632071.79,477770500.72
h_0,3930.64,3222.28,3924.8,5772.39,7331.16,35482.56,2835849.04,10491878.57,12443024.0,17005227.2,24081798.52,37142188.89,69583591.11,167251002.77,340372194.54,139431651.62
a_0,2545.51,3438.0,4617.03,5855.07,7687.85,17995.39,5449718.7,9858740.26,11584189.71,15594356.7,27690222.43,37529290.85,158928988.86,403006645.66,283645038.54,177006508.03
g_0,2370.79,3163.9,5576.73,5802.76,6763.77,37898.56,4988844.92,6086305.87,12271583.93,16496729.69,23412161.51,50094606.6,124266652.73,138460753.5,148153009.18,256338168.49
e_0,2939.27,1604.68,4040.61,7439.41,7791.25,36935.51,5060523.72,9394841.21,11943255.21,17483024.14,24125504.14,39215427.45,159916834.59,143376176.56,221247976.44,600738607.11
