,d_1,f_1,e_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,95.81,61.54,61.64,92.3,139.83,339.75,9924.99,25944.8,15163.95,16781.56,34133.04,39740.76,84261.02,98294.46,129686.64,153610.18
f_1,42.7,111.01,97.0,97.08,106.1,318.26,7792.14,13063.61,12952.08,19822.45,24861.92,19690.3,66716.53,78054.48,111089.05,90475.43
e_1,44.31,47.82,121.11,114.45,134.37,336.59,7297.06,13634.84,12962.98,28034.57,26018.64,38975.11,76106.33,83704.46,115861.17,74413.79
c_1,41.86,42.44,45.26,183.02,181.99,245.94,4842.57,7357.73,10621.5,12693.37,13644.04,25710.61,58399.71,59191.01,90696.07,101243.0
b_1,36.89,43.87,42.11,56.14,222.62,475.43,6555.78,11721.55,10822.28,11837.94,16223.17,30097.48,56226.94,59164.42,95302.34,87613.56
a_1,26.27,36.12,32.43,63.83,50.72,505.62,4640.59,8213.9,8782.37,9677.09,16345.9,21860.18,46367.91,32280.64,76884.61,49890.9
h_1,11.4,17.6,16.46,32.96,26.01,77.41,3262.23,3832.66,5078.42,4326.5,6216.33,9819.54,15664.67,22426.91,36828.42,30325.83
c_0,9.31,13.14,13.43,20.77,24.27,77.54,1893.66,4564.12,3707.12,4525.83,9707.46,7633.38,17512.49,25224.38,29306.43,26889.8
g_1,13.53,11.7,11.64,22.71,25.17,62.79,1571.16,2911.13,5258.54,3096.51,5084.3,10079.47,15126.72,17500.08,23103.09,25508.69
d_0,7.05,11.61,11.29,35.41,29.72,63.17,1613.8,2446.0,3185.35,5185.07,5530.13,6813.49,15790.45,15763.83,21955.1,20375.62
b_0,7.78,11.59,10.79,23.69,19.36,57.95,1634.31,2297.98,2908.96,3132.17,6859.12,7716.75,14428.98,28408.6,23439.84,23618.31
f_0,8.52,8.8,7.8,20.13,22.11,52.18,1328.62,2704.37,2635.87,3145.15,3983.02,8908.49,12648.26,18413.39,19175.47,35958.38
h_0,6.65,10.07,8.45,15.09,16.84,40.78,911.01,2004.28,2403.01,2515.25,3454.91,5028.18,8480.18,11732.92,20869.44,15586.73
a_0,6.48,7.59,7.75,15.03,14.89,31.88,1241.5,1714.12,1900.93,2442.49,2604.92,4271.14,10465.33,17459.62,16573.08,15379.65
g_0,7.89,6.01,6.35,12.88,13.38,33.36,884.67,1826.26,1603.03,1928.21,2864.27,6268.79,7996.24,10421.13,12806.43,15732.15
e_0,5.17,7.97,5.41,11.65,14.42,45.78,1067.45,1903.59,2028.64,2315.0,2824.79,3329.63,8987.9,9364.13,11769.68,21435.79
