,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.01,0.05,0.1,0.12,0.12,0.11,0.21,0.2,0.26,0.21,0.22,0.25,0.28,,0.4,0.43
f_1,0.1,0.01,0.09,0.08,0.11,0.13,0.14,0.34,0.19,0.23,,0.28,0.22,0.31,0.35,0.33
d_1,0.08,0.06,0.01,0.08,0.11,0.1,0.15,0.12,,0.18,0.21,0.23,0.22,0.25,0.17,0.21
c_1,0.05,0.05,0.06,0.01,0.11,0.09,0.14,0.16,0.09,,0.14,0.14,0.17,0.2,0.21,0.24
b_1,0.03,0.03,0.03,0.02,,0.06,0.06,0.1,0.08,0.09,0.09,,0.1,0.17,0.11,
a_1,0.03,0.02,0.02,0.02,0.01,,0.04,0.04,0.03,0.04,0.04,0.04,0.04,,0.07,
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
