,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.7,0.65,0.89,0.73,0.69,1.5,2.93,1.49,1.72,1.8,1.68,2.43,2.1,0.94,1.79
f_1,1.22,2.42,0.7,0.69,0.77,0.76,1.29,1.54,1.45,1.91,1.55,0.93,1.67,1.37,1.53,2.11
d_1,0.82,1.02,2.56,0.6,0.55,0.71,1.72,0.77,1.26,2.46,1.87,1.75,1.93,1.55,2.02,1.82
c_1,0.72,0.77,0.65,2.61,1.34,0.64,1.49,1.45,1.38,0.67,1.68,1.6,2.01,1.59,1.77,1.96
b_1,0.72,0.63,0.92,0.73,2.7,1.41,1.28,1.33,1.67,1.75,0.76,2.01,2.06,1.59,1.49,1.95
a_1,0.79,0.75,0.9,0.91,0.48,3.18,1.7,1.44,1.8,1.43,1.95,1.69,2.72,0.66,2.04,2.31
h_1,1.01,1.41,0.95,1.02,0.92,0.84,3.95,2.23,2.0,1.77,2.35,1.99,1.75,1.98,2.24,3.85
d_0,0.67,1.01,0.71,1.83,1.24,1.14,1.74,3.56,1.84,1.71,2.34,2.23,2.85,2.45,2.56,3.16
g_1,0.89,0.93,1.54,0.72,1.06,1.01,2.19,1.89,4.39,2.37,1.78,3.13,2.62,2.56,2.5,1.55
c_0,0.95,1.12,1.04,0.77,0.73,1.02,2.3,2.72,2.09,3.9,3.71,2.49,2.38,3.0,2.02,3.49
b_0,0.95,1.12,1.14,1.09,0.53,0.87,2.1,2.5,2.24,2.05,4.02,2.51,3.24,3.6,3.08,3.39
f_0,0.96,0.58,0.97,1.05,1.24,1.14,2.16,2.64,1.92,2.15,1.99,4.16,2.89,2.28,4.15,2.51
h_0,0.92,1.43,1.11,1.04,1.1,0.85,1.0,2.11,2.27,2.13,1.93,1.85,1.59,1.86,1.69,3.16
a_0,0.96,1.27,1.15,1.06,0.94,0.62,2.39,2.4,1.53,1.87,2.28,2.32,3.14,4.64,2.12,2.42
e_0,0.48,1.22,1.15,1.11,1.23,0.86,2.03,2.44,1.87,2.72,2.0,2.21,3.88,2.55,4.67,3.33
g_0,0.98,0.85,1.58,1.04,1.03,0.78,1.54,1.79,1.54,2.18,2.42,2.68,2.2,2.67,2.47,1.81
