,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.67,2.05,2.31,1.95,1.77,2.38,0.83,0.64,0.73,1.35,0.66,0.75,0.79,0.59,0.58,0.43
f_1,1.97,0.67,2.44,1.78,1.84,1.96,0.66,1.03,0.85,0.74,0.72,2.04,0.64,0.44,0.75,0.66
e_1,2.11,1.38,0.65,2.36,2.33,2.15,1.0,1.11,0.71,0.93,0.87,0.91,0.91,0.66,1.3,0.74
c_1,2.87,2.55,1.76,0.64,2.47,1.73,1.12,1.0,1.32,0.44,0.56,0.84,0.6,0.62,0.69,0.57
b_1,2.72,2.37,2.36,1.45,0.62,1.97,1.3,1.19,1.17,0.88,1.58,0.81,0.69,0.74,0.59,0.83
a_1,2.34,3.52,2.62,2.5,1.61,0.57,1.58,1.09,1.02,0.91,1.19,0.91,,0.82,0.92,0.97
h_1,2.52,2.99,2.75,2.48,2.4,2.01,0.6,1.19,1.06,0.94,0.93,0.76,0.89,1.34,0.98,0.76
g_1,3.3,2.97,2.9,2.68,2.51,3.19,1.09,0.57,0.94,1.05,1.15,0.97,0.97,0.72,1.17,1.33
c_0,1.89,2.78,2.94,7.18,2.91,2.82,1.32,1.53,0.65,1.57,1.36,0.89,1.11,0.89,1.12,0.92
d_0,5.22,2.84,1.68,3.88,2.7,2.99,1.49,1.47,1.04,0.69,1.14,1.01,1.38,0.96,1.03,0.84
b_0,2.77,3.2,2.58,4.49,8.88,2.35,1.24,1.13,0.61,1.15,0.65,0.86,1.1,0.86,1.02,0.74
f_0,2.89,4.61,2.86,2.93,3.38,2.64,1.63,1.04,1.24,1.14,1.17,0.62,1.06,1.05,1.38,0.65
a_0,2.8,3.21,2.86,4.22,3.99,,1.84,1.5,1.07,1.14,0.89,1.24,0.61,0.92,1.21,0.82
h_0,3.03,4.03,3.33,3.42,3.84,3.0,2.22,1.47,1.39,1.24,1.35,1.3,1.2,1.64,0.96,0.94
e_0,3.81,4.6,5.65,4.21,4.06,2.5,1.4,1.12,1.17,1.35,1.38,0.59,1.12,1.44,0.59,0.84
g_0,3.48,4.1,3.3,4.18,3.7,2.7,1.4,2.61,1.26,1.65,1.65,1.2,1.58,1.03,1.45,1.63
