,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.46,2.1,2.29,1.98,2.08,0.84,0.83,0.93,0.66,0.66,0.82,0.83,0.77,1.81,0.69
f_1,2.12,0.66,1.91,2.43,2.2,2.0,0.63,0.73,1.14,0.67,0.66,1.08,0.47,0.59,0.59,0.69
d_1,2.65,2.24,0.65,1.75,1.93,1.74,1.07,2.07,0.76,0.93,0.87,0.64,0.7,0.65,0.73,0.43
c_1,1.91,1.91,2.71,0.65,2.45,1.91,1.12,0.49,0.99,1.5,0.71,0.74,0.65,0.75,0.69,0.5
b_1,2.49,2.43,2.06,1.63,0.63,2.31,1.17,0.99,0.81,0.8,1.49,0.82,0.58,0.85,0.76,0.71
a_1,2.56,2.51,2.88,2.91,1.58,0.57,1.51,1.14,1.15,1.14,1.22,1.04,1.04,2.19,0.86,0.87
h_1,2.55,3.61,2.39,2.48,2.6,2.31,0.59,0.86,1.18,0.89,1.04,0.84,1.22,0.85,0.68,0.74
d_0,1.85,2.95,3.99,3.44,2.96,2.53,1.61,0.69,1.15,1.16,1.11,1.19,0.77,0.91,0.95,1.03
g_1,3.06,2.73,3.02,2.71,3.27,2.46,1.18,1.15,0.57,1.02,1.07,1.14,0.73,1.01,0.89,1.9
c_0,3.53,3.2,1.69,5.13,3.05,2.94,1.42,1.2,1.48,0.65,1.19,1.11,0.78,0.95,1.05,0.84
b_0,2.87,3.47,2.7,3.4,5.37,2.76,1.25,1.07,1.35,0.72,0.65,0.97,0.88,1.29,0.99,0.92
f_0,3.18,7.12,3.42,2.52,3.12,2.78,1.32,1.1,0.96,0.99,1.11,0.65,0.73,1.17,1.69,0.63
h_0,3.19,3.8,3.05,2.98,3.73,2.55,2.19,1.31,1.48,1.26,1.08,1.37,1.52,1.01,1.02,1.12
a_0,3.22,4.67,4.09,3.4,3.33,4.8,1.39,1.51,1.42,1.36,0.75,1.03,1.09,0.59,1.04,1.21
e_0,3.87,4.07,3.1,3.92,3.55,3.55,1.79,1.37,1.81,1.26,1.43,0.7,1.0,1.24,0.6,1.17
g_0,3.06,4.23,4.08,4.06,3.25,3.47,1.35,1.13,,1.31,1.14,1.42,0.84,1.26,1.23,1.36
