,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.79,1.51,1.35,1.65,1.06,0.74,0.71,0.65,0.64,0.58,0.68,0.48,0.54,1.17,0.51
f_1,1.52,0.41,1.18,1.26,1.38,1.26,0.48,0.61,0.75,0.48,0.56,1.19,0.46,0.44,0.46,0.52
c_1,1.04,1.49,0.4,1.38,1.43,1.54,0.72,0.34,0.76,1.14,0.49,0.59,0.45,0.63,0.49,0.48
d_1,1.52,1.34,1.33,0.39,1.27,1.3,0.76,1.37,0.47,0.63,0.53,0.52,0.43,0.66,0.54,0.33
b_1,1.22,1.51,0.82,1.27,0.37,1.51,0.69,0.58,0.76,0.71,1.74,0.61,0.6,0.68,0.65,0.64
a_1,1.57,1.12,1.41,1.69,0.75,0.3,0.86,0.71,0.85,0.6,0.71,0.58,0.53,,0.54,0.46
h_1,0.9,1.24,0.82,0.96,1.04,0.73,0.25,0.47,0.69,0.37,0.43,0.42,0.63,0.47,0.47,0.39
d_0,0.57,1.06,1.35,1.97,1.02,0.9,0.5,0.27,0.72,0.39,0.48,0.36,0.36,0.43,0.46,0.46
g_1,1.03,1.1,0.95,1.0,0.93,0.92,0.39,0.42,0.23,0.46,0.5,0.44,0.3,0.42,0.44,0.89
c_0,0.89,1.25,1.87,0.58,0.88,0.98,0.66,0.56,0.54,0.27,0.59,0.44,0.4,0.37,0.64,0.51
b_0,0.89,0.94,1.32,0.77,1.25,0.91,0.54,0.45,0.55,0.25,0.25,0.42,0.39,0.47,0.51,0.46
f_0,0.84,1.68,0.9,0.96,0.88,1.22,0.48,0.46,0.38,0.41,0.4,0.24,0.38,0.42,0.52,0.25
h_0,0.95,1.02,1.03,0.94,0.93,0.86,0.88,0.52,0.48,0.42,0.42,0.42,0.63,0.46,0.4,0.43
a_0,0.9,1.22,0.92,0.79,1.09,,0.46,0.44,0.71,0.36,0.27,0.4,0.32,0.21,0.43,0.31
e_0,1.39,1.44,0.98,0.96,0.92,0.87,0.48,0.37,0.42,0.31,0.41,0.23,0.41,0.35,0.2,0.3
g_0,0.9,0.96,1.26,1.0,0.74,1.0,0.47,0.4,,0.39,0.44,0.45,0.27,0.54,0.49,0.54
