,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.28,0.62,0.53,0.66,0.54,0.38,1.08,1.0,2.11,1.05,1.13,1.19,1.38,1.07,0.56,1.3
f_1,1.14,2.28,0.47,0.51,0.41,0.35,1.02,0.8,1.12,0.92,0.66,1.09,1.43,0.96,0.47,1.06
d_1,0.49,0.67,2.47,0.47,0.5,0.49,1.08,0.92,0.52,2.34,1.0,1.25,1.35,0.94,1.13,1.25
c_1,0.53,0.59,0.53,2.48,1.0,0.36,1.09,0.84,1.08,0.45,0.98,0.82,1.48,0.74,0.84,1.25
b_1,0.55,0.59,0.49,0.55,2.58,0.84,1.1,1.0,1.16,1.1,1.24,0.58,1.39,0.73,1.07,1.13
a_1,0.6,0.66,0.57,0.57,0.48,3.08,0.91,0.84,1.14,1.19,1.11,1.3,1.93,0.64,0.81,1.32
h_1,0.65,0.95,0.76,0.55,0.64,0.46,3.03,1.62,1.22,1.4,1.35,1.35,1.16,1.31,1.33,1.88
g_1,0.62,0.64,1.12,0.62,0.55,0.51,1.15,3.33,1.07,1.35,2.2,1.5,1.81,1.29,1.42,1.11
d_0,0.62,0.75,0.34,1.39,0.71,0.55,1.21,1.15,2.75,0.95,1.36,1.55,1.5,0.95,1.19,1.55
c_0,0.66,0.86,0.72,0.4,0.5,0.58,1.36,1.28,1.45,2.78,1.47,3.02,1.86,1.35,1.7,1.84
f_0,0.59,0.51,0.76,0.72,0.65,0.49,1.38,1.36,1.37,1.53,3.02,1.58,2.13,1.37,2.98,1.78
b_0,0.72,0.83,0.69,0.71,0.35,0.45,1.35,1.14,1.5,1.13,1.65,2.83,2.01,2.6,1.45,2.11
h_0,0.66,1.07,0.74,0.75,0.58,0.4,1.03,1.5,1.18,1.32,1.36,1.41,1.17,1.14,1.29,2.11
a_0,0.67,0.91,0.8,0.63,0.61,0.19,1.63,1.12,1.22,1.51,1.83,1.29,2.52,3.15,1.42,1.85
e_0,0.48,0.75,0.78,0.8,0.68,0.6,1.47,1.32,1.43,1.5,1.18,1.43,1.9,1.16,3.27,1.81
g_0,0.61,0.57,1.1,0.71,0.64,0.48,1.47,0.99,1.3,1.3,2.19,1.38,1.77,1.07,1.42,1.31
