,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.03,0.86,0.89,0.87,0.74,0.35,0.44,0.35,0.31,0.36,0.37,0.23,0.29,0.27,0.29
e_1,0.69,0.65,0.94,1.08,0.98,0.85,0.42,0.49,0.4,0.35,0.34,0.42,0.29,0.34,0.38,0.28
d_1,1.07,1.06,0.63,1.01,0.95,0.79,0.41,0.3,0.43,0.37,0.36,0.33,0.27,0.34,0.34,0.22
c_1,1.04,0.83,1.15,0.63,1.05,0.82,0.47,0.44,0.25,0.38,0.33,0.32,0.31,0.34,0.35,0.26
b_1,1.11,1.05,1.12,0.72,0.62,1.14,0.5,0.41,0.36,0.49,0.48,0.39,0.33,0.32,0.33,0.32
a_1,1.42,1.2,1.32,1.21,0.75,0.56,0.64,0.58,0.46,0.47,0.52,0.41,0.38,0.44,0.39,0.36
h_1,1.79,1.52,1.47,1.49,1.5,1.33,0.54,0.69,0.57,0.53,0.59,0.54,0.48,0.49,0.48,0.45
g_1,1.99,1.73,1.81,1.58,1.64,1.42,0.65,0.51,0.6,0.59,0.62,0.61,0.42,0.57,0.6,0.5
d_0,1.68,1.29,1.97,1.99,1.81,1.51,0.82,0.84,0.57,0.6,0.65,0.7,0.58,0.56,0.64,0.51
c_0,1.84,1.84,1.27,2.47,1.63,1.47,0.83,0.74,0.88,0.54,0.77,0.7,0.56,0.7,0.59,0.53
b_0,1.79,1.82,1.48,2.29,1.93,1.55,0.81,0.8,0.81,0.44,0.53,0.57,0.51,0.66,0.55,0.45
f_0,2.47,1.75,1.98,1.94,1.73,1.68,0.83,0.67,0.65,0.68,0.75,0.52,0.58,0.68,0.71,0.39
h_0,2.25,2.03,1.88,2.0,1.85,1.6,1.01,0.92,0.73,0.64,0.75,0.67,0.62,0.63,0.58,0.56
a_0,2.22,2.17,1.89,2.24,2.27,1.76,1.09,0.96,0.85,0.66,0.53,0.7,0.61,0.52,0.6,0.59
e_0,2.66,2.31,1.99,2.15,1.97,1.91,0.93,0.81,0.77,0.8,0.86,0.47,0.64,0.73,0.51,0.54
g_0,2.42,2.21,2.23,2.59,2.27,1.8,0.84,1.02,0.86,0.71,0.85,0.81,0.57,0.68,0.73,0.64
