,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.26,0.15,0.27,0.16,0.13,0.17,0.16,0.39,0.16,0.2,0.19,0.22,0.12,0.07,0.15
f_1,0.43,0.89,0.18,0.18,0.17,0.1,0.16,0.14,0.22,0.2,0.16,0.06,0.18,0.13,0.07,0.12
d_1,0.2,0.26,0.9,0.17,0.2,0.12,0.16,0.16,0.1,0.34,0.2,0.16,0.22,0.13,0.14,0.15
c_1,0.18,0.2,0.25,0.89,0.35,0.11,0.18,0.15,0.18,0.07,0.11,0.17,0.17,0.12,0.1,0.14
b_1,0.21,0.2,0.24,0.19,0.88,0.27,0.16,0.16,0.18,0.18,0.08,0.18,0.17,0.09,0.09,0.13
a_1,0.23,0.23,0.22,0.27,0.15,0.87,0.2,0.16,0.19,0.14,0.15,0.19,0.21,0.05,0.11,0.14
h_1,0.25,0.36,0.27,0.26,0.24,0.13,0.56,0.26,0.22,0.21,0.22,0.19,0.14,0.15,0.14,0.2
g_1,0.21,0.24,0.42,0.25,0.2,0.14,0.17,0.57,0.18,0.25,0.18,0.38,0.24,0.15,0.19,0.15
d_0,0.29,0.27,0.15,0.53,0.18,0.13,0.22,0.19,0.42,0.16,0.25,0.21,0.25,0.15,0.16,0.19
c_0,0.31,0.29,0.3,0.2,0.16,0.13,0.24,0.2,0.27,0.45,0.39,0.23,0.28,0.18,0.18,0.23
b_0,0.28,0.3,0.32,0.29,0.07,0.09,0.25,0.22,0.25,0.24,0.45,0.26,0.28,0.34,0.15,0.26
f_0,0.26,0.18,0.33,0.28,0.22,0.12,0.21,0.22,0.23,0.21,0.24,0.44,0.27,0.17,0.36,0.22
h_0,0.27,0.42,0.24,0.24,0.2,0.15,0.16,0.29,0.21,0.23,0.22,0.22,0.17,0.2,0.15,0.25
a_0,0.3,0.28,0.27,0.3,0.24,0.1,0.25,0.22,0.25,0.2,0.21,0.23,0.24,0.41,0.14,0.2
e_0,0.16,0.3,0.28,0.34,0.2,0.16,0.27,0.18,0.27,0.25,0.31,0.23,0.23,0.16,0.4,0.22
g_0,0.27,0.24,0.41,0.26,0.18,0.17,0.21,0.16,0.21,0.23,0.23,0.33,0.29,0.16,0.16,0.07
