,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,0.67,1.15,1.32,1.29,1.22,0.34,0.38,0.27,0.23,0.3,0.24,0.19,0.23,0.35,0.2
f_1,1.02,0.43,1.21,1.12,1.09,1.02,0.27,0.36,0.24,0.24,0.34,0.26,0.13,0.23,0.19,0.21
d_1,1.31,1.35,0.41,1.26,1.32,1.12,0.32,0.21,0.36,0.24,0.23,0.22,0.16,0.21,0.22,0.1
c_1,1.08,1.36,1.49,0.39,1.25,1.09,0.38,0.43,0.15,0.37,0.23,0.26,0.17,0.25,0.26,0.17
b_1,1.38,1.39,1.45,0.74,0.38,1.19,0.44,0.42,0.26,0.37,0.32,0.44,0.22,0.33,0.27,0.22
a_1,1.73,1.97,1.66,1.78,0.8,0.31,0.54,0.48,0.37,0.37,0.35,0.45,0.24,0.43,0.34,0.27
h_1,1.98,2.11,2.19,2.08,1.76,1.78,0.3,0.59,0.41,0.44,0.43,0.48,0.42,0.41,0.34,0.31
g_1,2.35,2.75,2.19,2.44,2.09,2.68,0.46,0.28,0.51,0.45,0.45,0.45,0.27,0.46,0.45,0.37
d_0,1.46,2.53,3.42,2.71,2.42,2.31,0.76,0.82,0.34,0.53,0.51,0.54,0.38,0.47,0.51,0.42
c_0,2.69,3.22,1.33,3.85,2.4,2.36,0.71,0.66,0.68,0.32,0.48,0.59,0.42,0.54,0.46,0.32
f_0,2.38,4.14,2.39,2.87,2.38,2.46,0.68,0.48,0.52,0.47,0.3,0.47,0.39,0.46,0.53,0.27
b_0,2.58,2.93,2.12,3.54,3.79,2.35,0.78,0.73,0.57,0.29,0.5,0.31,0.42,0.54,0.49,0.33
h_0,2.74,3.23,2.92,3.05,2.81,2.88,1.16,0.84,0.61,0.61,0.57,0.52,0.58,0.57,0.56,0.38
a_0,2.63,4.12,2.81,2.98,3.31,3.91,0.86,0.72,0.58,0.49,0.55,0.33,0.49,0.31,0.51,0.41
e_0,3.96,4.09,3.01,2.96,3.01,3.31,0.81,0.7,0.7,0.61,0.33,0.54,0.42,0.53,0.3,0.44
g_0,3.69,3.35,3.27,3.3,3.2,2.86,0.76,1.21,0.67,0.6,0.63,0.66,0.35,0.66,0.55,0.57
