,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.22,0.91,0.92,0.88,0.63,0.41,0.42,0.38,0.43,0.36,0.36,0.31,0.34,0.31,0.24
e_1,0.82,1.0,0.95,1.14,0.93,0.77,0.53,0.46,0.42,0.56,0.44,0.46,0.35,0.35,0.35,0.37
d_1,1.11,1.03,1.0,0.81,0.87,0.76,0.45,0.41,0.56,0.43,0.44,0.39,0.35,0.3,0.28,0.3
c_1,1.09,0.88,1.19,1.0,1.23,0.75,0.52,0.46,0.43,0.32,0.35,0.4,0.36,0.3,0.35,0.33
b_1,1.15,1.08,1.15,0.83,1.0,1.09,0.62,0.53,0.54,0.46,0.43,0.42,0.42,0.33,0.36,0.36
a_1,1.62,1.32,1.31,1.31,0.92,1.0,0.71,0.65,0.53,0.59,0.63,0.49,0.47,0.47,0.42,0.46
h_1,2.38,1.89,2.19,1.93,1.6,1.36,1.0,1.06,0.85,0.81,0.87,0.76,0.7,0.68,0.72,0.65
g_1,2.37,2.17,2.53,2.07,1.93,1.54,0.91,1.0,0.98,0.78,0.88,0.97,0.66,0.68,0.67,0.65
c_0,2.56,2.27,1.85,2.43,1.97,1.82,1.16,1.01,1.0,1.11,1.22,0.92,0.86,0.86,0.8,0.73
d_0,2.35,1.83,2.36,3.07,2.29,1.67,1.16,1.23,0.82,1.0,0.99,0.88,0.82,0.76,0.81,0.85
b_0,2.79,2.33,2.23,2.71,2.39,1.58,1.21,1.13,0.85,1.01,1.0,0.99,0.91,1.13,0.81,0.83
f_0,2.88,2.31,2.61,2.45,2.3,1.89,1.37,1.03,1.1,1.09,0.99,1.0,0.88,0.86,0.72,1.05
h_0,3.3,2.96,2.8,2.69,2.33,2.08,1.44,1.47,1.14,1.23,1.1,1.13,1.0,0.96,1.04,0.78
a_0,3.14,2.74,3.25,3.18,2.9,2.1,1.51,1.49,1.22,1.3,0.96,1.13,1.02,1.0,1.01,0.93
g_0,3.27,2.89,3.67,2.86,2.73,2.31,1.42,1.5,1.29,1.22,1.25,1.39,0.94,1.03,1.0,1.11
e_0,3.92,2.88,3.2,3.0,2.75,2.11,1.52,1.48,1.37,1.1,1.26,0.96,1.3,1.1,0.93,1.0
