,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.91,0.98,0.88,0.73,0.53,0.41,0.62,0.41,0.4,0.42,0.39,0.34,0.3,0.27
f_1,1.31,1.0,0.85,1.05,0.84,0.63,0.34,0.46,0.39,0.4,0.39,0.37,0.26,0.32,0.33,0.29
d_1,1.1,1.17,1.0,0.81,0.9,0.76,0.53,0.4,0.45,0.58,0.43,0.34,0.41,0.33,0.27,0.24
c_1,1.02,0.95,1.23,1.0,1.25,0.92,0.42,0.5,0.35,0.39,0.38,0.36,0.38,0.26,0.3,0.4
b_1,1.13,1.18,1.11,0.8,1.0,1.08,0.56,0.56,0.49,0.49,0.31,0.39,0.4,0.38,0.38,0.3
a_1,1.38,1.58,1.32,1.09,0.92,1.0,0.76,0.59,0.58,0.6,0.61,0.6,0.43,,0.43,0.38
h_1,1.89,2.9,1.93,2.32,1.72,1.31,1.0,1.1,0.73,0.69,0.73,0.66,0.75,0.55,0.55,0.82
g_1,2.42,2.13,2.49,2.02,1.77,1.65,0.9,1.0,0.93,0.93,0.85,0.97,0.68,0.73,0.61,0.75
d_0,1.53,2.64,2.23,3.01,2.15,1.62,1.33,1.06,1.0,0.81,0.88,0.86,0.79,0.76,0.93,0.81
c_0,2.53,2.59,1.72,2.57,2.06,1.56,1.5,1.05,1.21,1.0,1.36,1.14,0.89,0.82,0.69,0.76
b_0,2.42,2.69,2.24,2.91,3.25,1.52,1.31,1.12,1.18,0.73,1.0,0.81,1.15,1.18,0.89,0.98
f_0,2.35,3.05,2.94,2.97,2.47,1.84,1.52,0.95,1.08,0.91,1.24,1.0,0.85,0.9,1.17,0.78
h_0,2.37,3.93,2.52,2.56,2.51,2.13,1.35,1.42,1.29,1.13,0.9,1.14,1.0,0.73,0.77,1.04
a_0,2.93,3.23,3.16,3.79,2.68,,1.8,1.37,1.33,1.22,0.81,0.98,1.27,1.0,0.97,1.08
e_0,2.9,3.18,3.59,3.26,2.76,2.07,1.89,1.67,1.19,1.53,1.14,0.9,1.36,0.99,1.0,0.96
g_0,3.32,3.38,3.96,2.64,3.3,2.48,1.19,1.29,1.26,1.32,1.07,1.23,0.99,0.88,1.03,1.0
