,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,97.24,92.85,83.44,119.98,205.87,534.98,10255.5,22262.14,24446.56,30484.04,33578.83,37383.95,115804.94,119169.36,230567.07,166723.1
e_1,64.7,99.67,74.19,143.72,226.26,558.79,11078.37,23757.47,27158.76,44077.52,38093.72,49704.11,130286.39,138112.24,240567.29,177619.6
d_1,64.45,64.3,123.68,93.76,184.56,491.93,9971.33,19991.86,39419.34,22165.4,40570.96,46948.63,119328.73,121423.88,211399.79,188104.69
c_1,52.79,49.83,79.78,152.95,297.91,491.64,8934.28,18946.09,18012.72,20206.84,24692.37,40648.17,104455.83,108965.17,189850.18,170325.38
b_1,44.79,43.19,68.31,66.11,260.91,663.93,7113.69,14831.76,19879.85,18020.64,21654.75,29949.55,88240.79,72725.76,190495.14,145190.68
a_1,33.8,33.87,50.08,54.47,97.52,574.22,5337.18,11054.31,14817.2,12745.66,21070.41,23305.3,69497.98,52309.59,142934.72,113721.5
h_1,18.04,15.96,22.75,27.8,54.55,130.59,3257.66,6512.74,6180.86,6419.04,8648.07,11715.17,28790.23,27188.04,71868.52,50591.94
g_1,12.02,11.58,20.57,21.83,43.11,109.06,1732.09,6017.73,5016.82,4368.0,6404.0,10879.09,21816.47,21978.75,38002.46,44808.82
c_0,13.6,12.8,14.33,20.7,35.27,100.64,2123.92,4346.91,6279.06,5197.92,10245.82,9800.44,25345.61,27835.67,47359.12,42629.37
d_0,11.52,10.19,13.89,31.92,45.36,103.52,1835.25,4133.46,4158.84,6172.65,5975.29,9184.96,23040.67,18934.6,40481.45,37265.76
b_0,12.4,11.71,12.57,21.31,31.6,75.33,1934.22,4120.31,4098.31,5235.31,7583.66,8594.16,24110.44,36185.01,44268.82,39416.82
f_0,9.67,8.84,14.38,19.12,37.24,101.48,1758.62,3364.78,4354.12,4395.79,5767.29,9500.7,18994.47,19689.37,32605.36,54669.2
h_0,9.45,7.84,10.6,13.89,22.37,66.3,1157.26,3150.93,3245.57,3162.16,4080.12,5410.96,12801.23,14696.23,33986.22,22505.41
a_0,7.88,7.02,10.03,13.4,28.34,58.59,1313.63,2572.26,3018.85,3447.86,3101.19,5806.84,14717.47,19015.36,27717.48,26518.1
g_0,6.0,5.93,11.11,11.23,18.52,48.37,914.52,2126.64,2832.67,2596.58,3571.06,6172.24,12047.6,12334.83,21970.28,20221.4
e_0,6.91,5.81,8.71,11.23,20.75,60.24,979.23,1885.25,2393.24,2742.89,3657.58,4219.48,12961.56,12117.38,24696.01,28554.72
