,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,55.14,114.66,106.0,82.82,89.95,27.71,13.96,18.82,12.0,15.15,19.73,12.14,13.47,,16.32
f_1,83.8,1.15,63.94,99.58,112.64,109.94,14.92,20.3,22.07,15.69,24.63,,7.59,26.93,18.48,11.97
c_1,78.45,110.28,1.15,172.95,80.46,68.24,21.56,10.81,32.0,,18.47,22.3,13.28,21.26,14.92,11.58
d_1,92.18,84.02,123.15,1.15,93.87,131.93,24.25,,19.39,19.12,14.07,25.65,11.81,14.43,19.4,9.21
b_1,118.94,95.38,53.63,106.0,1.15,116.41,32.33,21.61,37.65,29.14,,18.32,15.74,22.44,35.27,17.95
a_1,194.05,153.43,158.33,219.07,72.21,1.15,33.74,39.41,42.67,23.54,53.73,30.18,35.42,,25.87,32.64
h_1,147.48,106.94,100.76,106.0,112.64,94.24,2.0,13.4,30.48,18.55,19.06,18.32,,33.67,13.38,22.44
d_0,59.47,90.49,89.86,,93.87,82.46,31.04,2.9,24.62,18.55,16.42,16.55,15.74,16.16,20.42,14.36
g_1,153.62,121.69,127.88,106.0,134.1,131.93,26.76,37.22,2.0,29.14,31.11,18.32,12.14,33.67,32.33,
c_0,111.73,106.94,,43.24,117.33,116.41,31.04,27.92,29.09,3.03,22.73,18.32,11.81,15.54,21.56,16.32
b_0,85.74,110.28,144.57,121.7,,94.24,28.74,17.63,26.67,16.54,2.91,28.5,14.17,25.25,22.82,10.26
f_0,108.44,,123.15,99.58,122.43,116.41,59.69,21.61,21.33,25.5,18.47,3.11,17.0,36.73,24.25,11.22
h_0,102.42,103.79,97.79,88.81,88.0,98.95,,16.34,32.0,20.4,26.86,19.0,,16.83,14.92,8.55
a_0,127.14,135.73,144.57,117.36,187.73,,48.5,60.91,49.23,24.48,21.89,24.43,26.56,3.16,,22.44
e_0,,271.46,151.14,205.38,156.44,141.36,33.74,35.26,40.0,43.71,28.14,17.1,22.37,,3.03,19.94
g_0,141.81,103.79,123.15,117.36,117.33,131.93,22.17,41.88,,25.5,22.73,23.32,10.9,17.57,19.4,
