,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.04,1.17,1.63,1.8,1.49,1.22,0.67,0.62,0.46,0.55,0.47,0.48,0.45,0.35,0.49,0.36
f_1,1.6,1.04,1.43,1.75,1.32,1.27,0.52,0.62,0.44,0.5,0.45,0.47,0.41,0.28,0.36,0.35
d_1,1.87,1.77,1.04,1.44,1.53,1.2,0.58,0.43,0.53,0.61,0.47,0.44,0.42,0.32,0.35,0.25
c_1,1.34,1.53,1.95,1.05,1.94,1.26,0.59,0.56,0.53,0.31,0.43,0.49,0.35,0.37,0.43,0.37
b_1,1.75,1.99,1.76,1.13,1.05,1.85,0.72,0.61,0.62,0.47,0.69,0.51,0.45,0.37,0.43,0.37
a_1,2.63,2.43,2.52,2.35,1.46,1.06,0.97,0.93,0.76,0.79,0.88,0.67,0.85,0.62,0.53,0.56
h_1,3.82,4.47,3.82,3.91,3.92,3.26,1.22,1.4,1.18,1.2,1.19,1.12,1.05,1.02,0.94,0.98
g_1,4.57,4.93,5.57,5.35,5.27,4.31,1.79,1.26,1.48,1.5,1.59,1.66,1.32,0.94,1.38,1.28
c_0,5.94,5.74,3.76,6.5,4.82,4.94,2.12,1.98,1.32,2.11,1.67,1.54,1.55,1.19,1.36,1.04
d_0,3.81,5.01,6.08,6.78,5.92,4.62,2.38,2.27,1.58,1.37,1.6,1.63,1.23,1.14,1.45,1.34
b_0,5.82,5.85,4.84,7.55,5.08,4.26,1.99,1.96,1.19,1.87,1.31,1.63,1.77,1.39,1.39,1.26
f_0,6.03,7.55,5.93,5.95,5.89,5.09,2.32,1.49,1.68,1.72,1.62,1.36,1.46,1.43,1.64,0.93
a_0,6.55,6.56,6.83,9.99,7.58,7.01,3.09,2.77,1.81,2.39,1.34,2.35,1.43,1.7,1.85,1.91
h_0,7.48,7.92,7.84,7.51,7.66,5.56,3.33,3.04,2.2,2.42,2.15,2.06,1.88,1.89,1.73,1.62
e_0,8.97,9.59,8.19,7.68,7.58,7.38,3.84,2.57,2.48,2.45,2.56,1.53,2.12,1.82,1.47,1.55
g_0,8.67,9.5,8.62,7.94,8.25,6.26,2.65,2.89,2.51,2.48,2.43,2.54,1.96,1.55,2.16,1.92
