,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.0,1.32,2.49,1.31,1.18,0.98,4.23,3.84,5.19,5.65,5.95,2.11,8.23,5.22,3.85,8.73
d_1,1.47,6.04,1.17,0.99,1.22,1.32,5.6,5.1,11.76,3.14,8.14,7.53,8.97,6.98,7.18,7.9
e_1,1.52,1.09,6.34,1.55,1.22,1.14,4.83,4.79,5.71,11.6,5.84,7.29,10.46,6.49,4.09,9.12
c_1,1.32,1.22,1.21,6.65,2.5,0.96,4.88,4.16,1.96,5.38,4.61,6.31,8.19,5.54,5.15,8.62
b_1,1.2,1.3,1.16,1.28,7.36,2.79,3.65,4.06,4.3,5.24,1.97,5.37,8.98,5.24,6.81,11.23
a_1,1.36,1.32,0.9,1.39,1.42,10.79,5.79,5.02,6.5,4.74,6.46,7.24,11.93,2.57,7.38,9.7
h_1,2.02,1.46,1.56,1.91,0.88,1.45,18.02,6.9,6.89,6.36,8.98,7.14,6.53,7.08,7.47,17.16
g_1,1.27,2.65,1.15,1.6,1.53,1.47,4.78,19.6,7.32,6.85,7.66,11.49,9.21,7.1,8.0,6.9
c_0,1.91,2.01,1.56,1.16,0.97,1.33,5.73,6.48,15.69,7.69,14.94,8.91,12.88,8.45,7.86,12.39
d_0,1.64,0.79,1.58,2.98,1.38,1.53,6.02,5.41,5.18,15.66,9.29,8.53,9.94,8.1,7.56,9.55
b_0,1.82,2.06,1.64,1.72,0.6,1.15,5.64,6.41,8.12,6.57,17.82,7.87,13.25,15.06,7.83,11.48
f_0,0.95,1.81,1.2,2.15,1.33,1.44,5.48,6.12,7.37,9.3,8.31,17.25,12.37,7.95,19.15,11.97
h_0,2.33,1.99,1.56,1.34,1.41,1.39,2.47,8.49,8.56,7.64,6.67,7.05,7.25,6.74,7.85,15.38
a_0,1.7,1.82,1.65,2.19,1.22,0.82,4.94,5.89,8.37,8.01,7.25,7.26,12.23,22.45,9.6,11.64
e_0,1.89,1.83,0.93,1.49,1.35,1.75,6.76,7.14,8.57,7.92,10.74,6.91,12.78,9.87,23.07,11.39
g_0,1.47,2.65,1.35,1.52,1.42,1.42,5.38,4.46,6.87,5.98,8.17,12.96,11.3,6.38,9.35,6.62
