,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.85,1.4,1.46,1.46,1.15,0.58,0.72,0.46,0.54,0.51,0.56,0.38,0.46,0.62,0.41
f_1,1.46,0.66,1.2,1.31,1.24,0.98,0.46,0.61,0.44,0.48,0.45,0.5,0.3,0.43,0.4,0.42
d_1,1.48,1.45,0.65,1.23,1.23,1.23,0.62,0.41,0.52,0.8,0.48,0.41,0.35,0.44,0.47,0.27
c_1,1.1,1.33,1.75,0.63,1.65,1.3,0.63,0.54,0.65,0.32,0.45,0.46,0.4,0.52,0.39,0.36
b_1,1.37,1.7,1.34,0.83,0.62,1.78,0.78,0.67,0.68,0.56,0.8,0.51,0.54,0.4,0.48,0.42
a_1,1.8,2.27,1.47,1.83,0.86,0.57,0.77,0.72,0.58,0.78,0.67,0.47,0.53,1.12,0.57,0.52
h_1,2.01,2.07,1.98,2.11,1.75,1.58,0.56,0.99,0.7,0.72,0.7,0.7,0.67,0.68,0.55,0.68
g_1,1.94,2.2,2.29,2.39,2.32,1.92,0.72,0.55,0.88,0.76,0.68,0.79,0.55,0.65,0.7,0.67
c_0,2.41,2.49,1.4,4.05,1.93,1.95,1.01,0.93,0.6,1.07,0.93,0.8,0.63,0.76,0.74,0.63
d_0,1.48,2.21,2.86,2.57,2.4,1.71,1.07,1.11,0.78,0.61,0.88,0.87,0.73,0.67,0.66,0.73
b_0,2.08,2.4,2.14,3.07,2.8,1.9,1.04,1.06,0.5,0.76,0.59,0.7,0.65,0.84,0.76,0.55
f_0,2.08,4.35,2.52,2.34,2.27,2.3,1.1,0.79,0.88,0.88,0.88,0.6,0.82,0.73,1.01,0.45
h_0,2.78,3.03,2.5,2.64,2.03,2.2,1.63,1.16,0.95,0.97,0.96,0.77,0.92,0.74,0.91,0.91
a_0,2.53,2.64,2.49,2.55,3.47,2.54,1.16,1.22,0.86,1.12,0.6,1.01,1.01,0.57,0.89,0.66
e_0,3.24,3.2,2.54,2.42,2.5,2.69,1.4,1.1,1.02,1.05,1.03,0.6,0.76,0.96,0.57,0.92
g_0,2.44,2.94,3.1,2.85,2.86,2.04,1.06,1.5,1.01,0.9,1.17,1.22,0.62,0.94,0.86,0.99
