,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.38,1.26,1.82,1.67,1.25,2.97,4.65,2.89,3.07,3.37,3.45,4.22,4.05,2.92,3.88
f_1,2.16,2.46,1.39,1.4,1.31,1.35,2.52,3.09,2.67,3.17,3.14,2.57,3.32,3.07,2.69,3.6
d_1,1.47,1.81,2.6,1.24,1.26,1.46,2.96,2.7,2.46,4.96,3.92,3.04,4.34,3.47,3.6,3.65
c_1,1.25,1.38,1.49,2.65,2.35,1.48,2.71,2.67,2.83,1.91,2.74,3.12,3.97,3.03,3.33,3.87
b_1,1.2,1.44,1.6,1.36,2.73,2.68,2.92,2.85,2.94,3.36,2.49,3.46,3.89,2.8,3.34,4.45
a_1,1.64,1.6,1.58,1.54,1.13,3.21,3.29,3.31,3.18,3.03,3.26,3.48,4.36,2.59,4.1,4.47
h_1,1.52,2.04,1.67,1.49,1.54,1.36,4.22,3.04,3.64,3.18,3.17,3.3,3.38,3.16,3.39,4.97
d_0,1.26,1.56,1.31,2.52,1.81,1.43,2.9,4.12,2.86,2.27,3.17,3.32,4.55,3.3,3.65,4.49
g_1,1.38,1.5,2.19,1.36,1.46,1.44,2.72,2.73,4.76,3.51,3.05,4.4,3.89,3.46,4.18,3.68
c_0,1.55,1.79,1.56,1.62,1.21,1.49,3.52,4.1,3.0,4.38,5.35,3.49,4.63,4.34,3.93,4.95
b_0,1.57,1.74,1.56,1.69,1.32,1.29,3.35,3.36,3.4,3.1,4.69,3.1,4.79,5.68,4.05,4.83
f_0,1.37,1.31,1.59,1.66,1.7,1.73,3.37,3.57,2.99,3.41,3.51,4.84,4.8,3.36,6.41,4.09
h_0,1.57,1.98,1.59,1.58,1.61,1.54,2.42,3.09,3.55,3.05,2.89,2.92,3.48,2.77,3.23,5.06
a_0,1.58,1.66,1.6,1.65,1.61,1.22,3.44,3.62,2.77,3.01,3.31,3.64,5.08,5.12,3.83,4.17
e_0,1.41,1.89,1.7,1.6,1.71,1.34,3.13,3.2,2.94,3.44,3.15,2.91,4.79,3.2,5.2,4.89
g_0,1.49,1.59,2.18,1.57,1.44,1.47,2.68,2.83,2.34,3.31,3.3,4.27,3.76,3.63,3.51,3.7
