,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.91,1.41,1.57,0.99,1.18,1.15,4.08,11.08,6.18,4.23,6.96,6.91,7.16,10.02,3.23,10.14
f_1,2.36,6.14,1.28,0.96,1.12,1.18,4.04,6.33,6.06,3.8,6.01,2.29,6.05,8.95,4.02,7.42
c_1,1.19,1.23,6.42,1.32,2.46,0.87,4.63,5.16,1.85,5.19,5.06,5.64,5.66,7.9,7.43,8.27
d_1,1.05,1.73,1.03,6.7,1.24,1.17,5.45,2.41,11.43,5.34,6.3,6.51,5.66,9.44,5.61,8.69
b_1,1.24,1.09,1.42,1.31,7.23,2.59,5.44,6.57,5.61,3.82,2.26,5.6,5.09,7.74,5.37,9.8
a_1,1.18,1.48,1.25,1.51,1.14,10.86,5.34,4.47,5.99,4.11,6.39,7.32,2.85,11.43,8.83,9.69
h_1,1.38,1.85,1.27,2.03,1.52,1.65,15.74,6.12,6.88,8.17,7.58,6.92,7.71,6.79,8.47,16.8
d_0,1.57,1.43,3.31,0.82,1.44,1.54,4.82,13.9,5.84,5.08,8.17,7.07,8.13,12.73,8.06,10.09
c_0,1.46,1.74,0.99,1.85,1.42,1.89,5.71,7.63,14.93,7.12,14.04,9.02,8.98,11.72,10.01,13.21
g_1,1.32,1.22,1.52,2.85,1.34,1.26,6.17,5.62,7.59,19.67,8.2,11.02,7.11,11.09,7.9,5.86
b_0,1.63,1.51,1.53,1.96,0.88,1.75,6.33,7.27,7.08,7.22,17.58,6.8,18.49,11.09,8.85,12.43
f_0,1.31,0.84,1.81,1.97,1.42,1.43,6.56,8.49,8.01,5.86,10.17,19.8,8.78,10.82,20.19,11.32
a_0,1.75,1.78,1.85,1.42,1.55,0.33,5.86,9.08,8.39,7.37,8.17,7.75,22.94,12.41,8.44,12.94
h_0,1.54,2.1,1.83,1.84,1.45,1.77,3.36,6.81,6.55,7.3,9.29,7.95,7.34,7.82,9.02,14.74
e_0,0.67,1.42,2.26,1.92,1.96,1.64,5.45,8.16,6.81,5.58,8.14,8.25,8.78,14.22,27.2,11.98
g_0,1.32,1.3,1.56,2.9,1.52,1.69,5.37,6.83,8.34,3.54,9.17,10.79,7.27,13.47,8.93,6.4
