,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.84,1.06,0.93,0.67,0.5,0.47,0.55,0.39,0.39,0.41,0.36,0.32,0.31,0.31
f_1,1.24,1.0,0.84,0.99,0.9,0.6,0.41,0.41,0.44,0.37,0.36,0.34,0.3,0.28,0.21,0.32
d_1,1.16,1.22,1.0,0.86,0.81,0.72,0.52,0.38,0.46,0.57,0.45,0.39,0.37,0.37,0.36,0.26
c_1,0.94,1.0,1.17,1.0,1.16,0.77,0.54,0.46,0.35,0.38,0.37,0.45,0.36,0.37,0.39,0.32
b_1,1.05,1.11,1.23,0.86,1.0,1.1,0.57,0.55,0.43,0.51,0.47,0.45,0.37,0.37,0.34,0.38
a_1,1.47,1.62,1.4,1.3,0.94,1.0,0.74,0.62,0.65,0.68,0.63,0.59,0.61,0.46,0.46,0.48
h_1,2.01,2.42,1.92,1.83,1.75,1.35,1.0,1.04,0.75,0.78,0.8,0.74,0.66,0.68,0.6,0.71
g_1,2.19,2.47,2.56,2.09,1.81,1.53,0.96,1.0,0.89,0.92,0.93,1.04,0.69,0.76,0.82,0.64
d_0,1.9,2.26,2.2,2.91,2.34,1.54,1.3,1.12,1.0,0.79,0.95,0.91,0.77,0.83,0.78,0.76
c_0,2.65,2.75,1.77,2.57,1.93,1.47,1.26,1.07,1.2,1.0,1.26,0.87,0.87,0.86,0.79,0.77
b_0,2.58,2.85,2.16,2.58,2.12,1.59,1.3,1.09,1.08,0.79,1.0,0.87,0.89,1.23,0.75,0.85
f_0,2.34,2.9,2.59,2.27,2.23,1.57,1.37,0.93,1.08,1.15,1.11,1.0,0.92,0.94,1.18,0.74
h_0,2.91,3.32,2.75,2.74,2.61,1.62,1.44,1.37,1.25,1.11,1.06,1.05,1.0,0.83,0.82,1.01
a_0,3.09,3.55,2.76,2.64,2.57,2.1,1.51,1.33,1.26,1.24,0.88,1.06,1.18,1.0,0.93,0.93
e_0,3.23,4.54,2.82,2.61,2.87,2.12,1.65,1.35,1.2,1.24,1.31,0.86,1.22,0.96,1.0,0.93
g_0,3.16,3.12,3.56,3.08,2.6,2.17,1.46,1.52,1.29,1.33,1.19,1.35,0.97,1.07,1.08,1.0
