,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.52,0.98,0.93,1.16,0.97,0.79,1.2,1.09,1.76,1.1,1.2,1.15,1.3,1.14,0.94,1.1
f_1,1.48,1.53,0.94,0.98,0.91,0.71,1.1,1.0,1.21,0.98,0.9,1.07,1.14,0.87,0.78,1.24
d_1,1.13,1.09,1.57,0.87,0.92,0.82,1.07,1.05,1.08,1.77,1.2,1.33,1.3,1.07,1.05,1.08
c_1,0.96,1.07,1.05,1.6,1.49,0.84,1.17,1.14,1.02,0.94,1.02,0.91,1.24,1.02,1.07,1.14
b_1,0.99,1.11,1.03,0.91,1.63,1.36,1.33,1.24,1.19,1.3,1.27,1.0,1.34,1.04,1.12,1.31
a_1,1.07,1.34,1.14,1.09,0.91,1.8,1.44,1.09,1.35,1.32,1.24,1.27,1.39,0.98,1.08,1.39
h_1,1.26,1.49,1.36,1.22,1.07,0.87,1.87,1.68,1.41,1.41,1.45,1.35,1.41,1.26,1.27,1.59
g_1,1.26,1.35,1.58,1.16,1.09,1.0,1.42,1.94,1.41,1.52,1.93,1.3,1.49,1.32,1.55,1.37
d_0,1.07,1.35,1.13,1.85,1.35,1.06,1.56,1.38,1.81,1.24,1.51,1.36,1.69,1.43,1.45,1.69
c_0,1.4,1.42,1.26,1.2,1.12,1.01,1.55,1.43,1.66,1.84,1.65,2.38,1.81,1.68,1.52,1.69
f_0,1.18,1.4,1.42,1.42,1.26,1.12,1.59,1.46,1.59,1.5,1.91,1.56,1.77,1.51,2.29,1.66
b_0,1.41,1.42,1.36,1.37,1.19,0.91,1.55,1.58,1.52,1.26,1.59,1.89,1.85,2.32,1.55,1.68
h_0,1.39,1.67,1.42,1.35,1.23,1.1,1.32,1.73,1.6,1.42,1.54,1.36,1.56,1.2,1.44,1.78
a_0,1.38,1.53,1.46,1.3,1.31,1.01,1.66,1.47,1.52,1.46,1.5,1.26,1.91,1.9,1.51,1.59
e_0,1.25,1.7,1.46,1.32,1.4,0.99,1.7,1.52,1.56,1.64,1.18,1.66,1.82,1.62,1.94,1.76
g_0,1.35,1.24,1.91,1.51,1.14,1.04,1.54,1.5,1.48,1.65,1.91,1.71,1.72,1.55,1.39,1.54
