,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.9,2.3,1.82,2.91,2.43,2.29,7.82,8.34,16.62,9.62,10.23,11.32,16.61,10.46,7.86,16.41
f_1,3.61,6.12,2.24,2.24,1.99,1.93,7.8,7.03,9.68,9.12,9.82,6.2,15.76,10.31,7.42,13.5
d_1,2.3,2.37,6.6,1.75,2.2,2.14,7.76,8.31,6.36,18.14,13.91,10.01,16.49,12.11,12.08,15.13
c_1,1.83,2.17,2.0,7.08,4.15,2.37,8.58,6.69,9.99,5.3,7.69,10.74,15.08,10.32,10.7,16.66
b_1,2.0,2.52,2.11,2.29,7.4,4.25,8.54,7.6,9.66,8.64,6.01,11.24,14.5,7.7,12.44,14.37
a_1,2.3,2.34,2.38,2.45,1.85,10.71,8.83,9.41,11.39,10.42,11.94,12.6,16.6,9.75,12.18,19.17
h_1,2.19,3.21,2.91,2.24,2.52,1.93,18.23,11.8,9.89,9.66,10.1,11.63,12.13,10.0,11.51,24.3
g_1,2.12,2.16,3.96,2.17,2.39,1.97,8.49,20.57,9.61,11.3,10.86,18.44,15.42,11.81,13.63,14.6
d_0,2.23,2.38,1.39,4.62,2.52,2.86,9.08,8.64,17.68,7.56,11.25,11.93,17.62,11.2,11.87,15.47
c_0,2.54,2.91,2.62,1.93,1.76,2.5,8.86,9.48,11.41,19.47,22.51,11.95,19.75,17.22,12.18,20.09
b_0,2.77,2.67,2.6,2.7,1.74,1.91,8.53,9.77,12.13,12.92,20.97,13.13,20.87,24.41,13.25,19.71
f_0,2.08,1.99,2.9,2.66,2.49,2.55,10.33,9.4,11.69,10.76,11.69,20.83,18.93,12.32,27.1,20.57
h_0,2.69,3.33,2.67,2.4,2.26,2.07,7.07,11.1,9.71,11.54,9.56,11.99,13.42,12.79,10.72,25.58
a_0,2.62,2.87,2.86,2.27,2.29,1.94,10.15,9.07,10.5,11.48,13.29,12.22,20.41,27.53,13.35,18.15
e_0,1.78,2.7,3.3,2.29,2.36,2.7,10.75,9.08,10.54,11.72,13.78,14.85,18.65,13.66,29.16,23.96
g_0,2.17,2.14,3.79,2.65,2.58,2.21,8.58,7.02,8.57,12.15,12.12,19.48,19.53,11.64,15.1,14.93
