,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.54,0.48,0.65,0.48,0.28,0.37,0.32,0.54,0.34,0.34,0.3,0.33,0.3,0.19,0.27
f_1,0.83,0.95,0.53,0.51,0.42,0.31,0.32,0.33,0.34,0.31,0.31,0.21,0.29,0.22,0.18,0.26
d_1,0.6,0.63,0.96,0.44,0.45,0.36,0.34,0.34,0.29,0.58,0.38,0.31,0.33,0.25,0.27,0.25
c_1,0.49,0.6,0.6,0.95,0.84,0.33,0.34,0.33,0.31,0.23,0.22,0.32,0.35,0.23,0.24,0.26
b_1,0.6,0.69,0.63,0.46,0.95,0.67,0.36,0.32,0.35,0.41,0.3,0.31,0.35,0.24,0.24,0.26
a_1,0.77,0.78,0.7,0.61,0.39,0.94,0.47,0.43,0.46,0.47,0.44,0.41,0.45,0.26,0.33,0.3
h_1,0.85,1.11,0.91,0.77,0.7,0.47,0.78,0.59,0.46,0.52,0.46,0.49,0.41,0.33,0.33,0.48
g_1,0.77,0.82,1.14,0.84,0.73,0.48,0.49,0.78,0.5,0.58,0.58,0.65,0.44,0.4,0.42,0.41
d_0,0.77,0.96,0.67,1.35,0.82,0.44,0.62,0.55,0.72,0.35,0.43,0.5,0.53,0.41,0.38,0.44
c_0,0.96,1.05,0.8,0.88,0.59,0.47,0.58,0.57,0.69,0.72,0.85,0.55,0.55,0.53,0.4,0.47
b_0,0.97,1.05,0.86,1.06,0.65,0.44,0.65,0.57,0.64,0.47,0.71,0.51,0.59,0.74,0.39,0.5
f_0,0.86,0.93,0.97,1.03,0.89,0.53,0.52,0.51,0.64,0.55,0.56,0.73,0.62,0.45,0.74,0.4
h_0,0.95,1.27,1.05,0.95,0.79,0.53,0.55,0.7,0.59,0.59,0.52,0.51,0.51,0.45,0.4,0.61
a_0,0.95,1.29,0.98,1.06,0.88,0.41,0.73,0.61,0.6,0.59,0.51,0.52,0.62,0.7,0.43,0.46
e_0,0.91,1.07,1.06,1.03,1.0,0.6,0.67,0.6,0.68,0.67,0.64,0.5,0.68,0.44,0.67,0.54
g_0,0.93,0.97,1.45,1.0,0.94,0.61,0.62,0.57,0.55,0.67,0.49,0.81,0.56,0.45,0.52,0.47
