,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.23,0.23,0.29,0.17,0.2,0.14,0.42,0.91,0.32,0.45,0.43,0.48,0.6,0.38,0.12,0.45
f_1,0.45,2.3,0.19,0.21,0.16,0.21,0.33,0.43,0.29,0.41,0.52,0.09,0.62,0.29,0.22,0.48
c_1,0.21,0.24,2.33,0.2,0.38,0.14,0.52,0.4,0.37,0.1,0.29,0.47,0.57,0.35,0.32,0.37
d_1,0.2,0.23,0.2,2.41,0.21,0.11,0.33,0.1,0.43,1.01,0.6,0.44,0.59,0.43,0.37,0.55
b_1,0.17,0.19,0.24,0.23,2.56,0.36,0.34,0.45,0.36,0.55,0.12,0.43,0.57,0.27,0.35,0.64
a_1,0.29,0.26,0.17,0.19,0.21,3.06,0.52,0.53,0.32,0.5,0.46,0.3,0.67,,0.39,0.42
h_1,0.37,0.6,0.41,0.33,0.35,0.22,2.92,0.82,0.88,0.62,0.69,0.88,0.3,0.75,0.64,0.95
d_0,0.43,0.37,0.79,0.13,0.36,0.23,0.6,2.32,0.63,0.69,0.84,0.78,0.84,0.63,0.86,0.97
g_1,0.39,0.34,0.33,0.74,0.31,0.21,0.51,0.54,3.14,0.84,0.77,1.2,1.16,0.42,0.91,0.49
c_0,0.37,0.51,0.15,0.49,0.31,0.28,0.78,0.91,0.62,2.24,1.67,1.05,1.07,0.97,0.7,1.0
b_0,0.43,0.48,0.47,0.51,0.07,0.25,0.72,0.88,0.58,0.82,2.46,0.85,1.05,1.5,0.7,0.83
f_0,0.37,0.12,0.45,0.53,0.35,0.28,0.8,1.05,0.75,0.95,0.79,2.58,1.14,0.82,1.48,1.07
h_0,0.42,0.48,0.44,0.47,0.25,0.31,0.23,0.79,0.88,0.8,0.75,0.76,0.34,0.76,0.62,1.2
a_0,0.47,0.59,0.42,0.38,0.26,,0.71,0.81,0.6,1.14,0.86,0.84,0.94,2.88,0.72,0.67
e_0,0.18,0.49,0.5,0.48,0.31,0.38,0.68,0.87,0.84,0.48,0.74,0.71,1.19,0.63,3.06,0.78
g_0,0.36,0.37,0.38,0.68,0.28,0.32,0.64,0.66,,0.65,0.63,1.41,0.89,0.71,0.75,0.4
