,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,0.85,1.21,1.47,1.36,1.3,0.61,0.64,0.63,0.44,0.55,0.46,0.41,0.46,0.61,0.39
f_1,1.41,0.66,1.3,1.19,1.19,1.01,0.49,0.62,0.48,0.45,0.61,0.48,0.3,0.41,0.37,0.44
d_1,1.47,1.41,0.64,1.27,1.42,1.22,0.56,0.41,0.65,0.56,0.44,0.46,0.39,0.4,0.46,0.25
c_1,1.21,1.49,1.62,0.63,1.52,1.05,0.63,0.71,0.31,0.66,0.45,0.45,0.39,0.48,0.49,0.36
b_1,1.41,1.53,1.43,0.91,0.62,1.49,0.75,0.74,0.51,0.65,0.58,0.76,0.47,0.56,0.47,0.46
a_1,1.68,2.14,1.61,2.05,1.0,0.56,0.89,0.7,0.65,0.62,0.64,0.72,0.52,0.74,0.52,0.61
h_1,1.88,2.15,2.11,2.0,1.58,1.59,0.57,0.96,0.69,0.72,0.7,0.77,0.72,0.64,0.57,0.63
g_1,2.05,2.23,2.22,2.2,1.86,2.48,0.73,0.55,0.77,0.75,0.83,0.72,0.53,0.78,0.84,0.62
d_0,1.31,2.23,2.88,2.66,2.23,2.21,1.09,1.16,0.63,0.79,0.79,0.8,0.63,0.77,0.73,0.79
c_0,2.43,2.61,1.34,3.27,2.03,2.1,1.03,0.94,0.96,0.6,0.83,1.17,0.78,0.88,0.72,0.67
f_0,2.05,3.08,2.21,2.47,2.16,2.18,0.98,0.7,0.81,0.73,0.58,0.81,0.7,0.77,0.93,0.58
b_0,2.26,2.67,2.15,2.89,2.86,1.81,1.07,1.01,0.85,0.48,0.78,0.58,0.76,0.98,0.8,0.68
h_0,2.21,3.03,2.38,2.41,2.45,2.35,1.46,1.15,0.96,0.86,0.89,0.76,0.91,0.73,0.83,0.78
a_0,2.37,3.7,2.78,2.48,2.67,3.21,1.18,0.99,0.86,0.83,0.85,0.58,0.84,0.57,0.83,0.72
e_0,3.13,3.53,2.62,2.41,2.65,2.64,1.19,0.9,1.08,0.98,0.55,0.88,0.76,0.86,0.57,0.77
g_0,3.05,2.7,3.17,2.83,2.43,2.22,1.03,1.59,0.91,0.85,0.95,0.91,0.64,0.94,0.78,0.91
