,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.74,0.93,1.19,1.08,1.11,1.11,1.31,1.23,1.09,0.98,1.14,1.01,1.18,1.12,1.18
f_1,1.37,1.0,0.92,0.97,0.94,0.81,0.77,0.98,0.91,0.86,0.91,0.89,0.86,0.86,1.04,0.68
d_1,1.06,1.09,1.0,0.92,0.92,0.95,1.06,1.18,0.77,1.33,1.25,0.97,1.06,0.96,0.8,0.89
c_1,0.84,1.04,1.1,1.0,1.35,0.91,1.07,0.71,1.01,0.76,0.81,0.84,0.96,0.94,1.01,1.0
b_1,0.93,1.07,1.08,0.75,1.0,1.37,1.1,1.02,1.04,1.04,0.92,1.08,0.99,0.94,0.98,1.26
a_1,0.89,1.24,1.05,1.1,0.72,1.0,1.03,1.02,1.26,1.03,1.39,1.13,1.14,1.31,0.96,1.02
h_1,0.88,1.28,0.96,0.92,0.93,0.92,1.0,1.07,1.22,0.99,0.79,0.91,0.99,0.95,1.49,1.09
d_0,0.77,0.97,0.88,1.4,1.01,0.97,0.95,1.0,1.01,0.82,1.04,1.0,1.15,0.92,1.07,1.01
g_1,0.85,1.0,1.28,1.01,0.96,0.85,0.84,0.96,1.0,0.91,0.97,1.22,0.89,0.99,1.04,1.14
c_0,0.91,1.09,0.75,1.32,0.98,0.96,1.02,1.2,1.09,1.0,1.57,1.05,1.15,1.1,1.01,1.05
b_0,1.03,1.09,0.85,1.21,1.02,0.7,1.23,0.93,1.04,0.65,1.0,1.1,1.15,1.45,0.98,0.86
f_0,0.87,1.1,1.03,1.2,0.94,0.93,1.09,1.05,0.8,0.97,0.91,1.0,1.04,0.94,0.9,1.46
h_0,0.98,1.17,0.94,0.99,1.04,0.86,1.04,0.9,1.12,0.86,0.88,0.9,1.0,0.88,1.11,0.97
a_0,0.88,1.09,1.06,1.1,1.08,0.78,1.04,1.08,1.01,0.91,0.67,0.99,1.2,1.0,1.3,1.01
g_0,0.91,1.01,1.22,0.98,1.1,0.96,0.68,0.95,1.02,1.04,0.98,1.11,0.92,0.84,1.0,1.14
e_0,0.93,1.56,1.08,0.95,0.86,0.84,0.97,0.94,0.99,0.99,1.13,0.65,1.02,0.97,0.95,1.0
